1 <- 39
1 <- 2
2 <- 1
2 <- 39
3 <- 4
4 <- 59
4 <- 31
4 <- 48
5 <- 1
5 <- 7
5 <- 52
6 <- 29
7 <- 1
7 <- 10
8 <- 28
8 <- 13
8 <- 41
9 <- 57
9 <- 7
10 <- 7
10 <- 22
11 <- 18
11 <- 12
11 <- 63
11 <- 20
12 <- 43
12 <- 24
13 <- 14
13 <- 10
13 <- 48
14 <- 47
15 <- 59
15 <- 2
17 <- 13
17 <- 34
18 <- 15
18 <- 49
19 <- 37
19 <- 45
19 <- 32
19 <- 43
19 <- 49
20 <- 43
21 <- 61
21 <- 15
21 <- 6
21 <- 11
22 <- 54
22 <- 34
22 <- 32
22 <- 10
22 <- 57
22 <- 31
23 <- 61
24 <- 63
24 <- 46
25 <- 48
25 <- 5
25 <- 17
25 <- 39
25 <- 7
26 <- 39
26 <- 15
27 <- 57
28 <- 15
29 <- 57
29 <- 19
30 <- 57
30 <- 41
30 <- 24
31 <- 7
31 <- 10
32 <- 54
33 <- 51
33 <- 5
33 <- 57
33 <- 61
33 <- 52
34 <- 54
35 <- 51
35 <- 45
35 <- 5
36 <- 48
37 <- 43
37 <- 60
37 <- 27
37 <- 32
38 <- 56
38 <- 33
38 <- 49
38 <- 52
39 <- 1
39 <- 2
40 <- 1
40 <- 60
41 <- 16
41 <- 43
41 <- 49
42 <- 1
42 <- 30
43 <- 50
43 <- 60
43 <- 30
45 <- 43
45 <- 29
46 <- 54
47 <- 64
48 <- 51
48 <- 2
49 <- 19
49 <- 21
50 <- 53
50 <- 2
50 <- 43
50 <- 61
50 <- 52
51 <- 5
51 <- 48
52 <- 5
53 <- 61
53 <- 7
53 <- 10
54 <- 39
54 <- 34
55 <- 48
56 <- 26
57 <- 29
57 <- 19
57 <- 60
57 <- 7
58 <- 44
58 <- 51
58 <- 55
59 <- 44
59 <- 24
60 <- 40
60 <- 19
60 <- 45
60 <- 57
61 <- 40
61 <- 53
62 <- 56
62 <- 63
62 <- 53
62 <- 2
63 <- 64
63 <- 24
63 <- 5
63 <- 39
63 <- 52
64 <- 61
64 <- 55
64 <- 25
64 <- 47
