1 <- 54
3 <- 59
3 <- 5
4 <- 63
5 <- 59
5 <- 6
5 <- 30
5 <- 47
6 <- 29
7 <- 59
7 <- 53
7 <- 47
8 <- 61
8 <- 45
9 <- 52
10 <- 18
10 <- 54
11 <- 45
11 <- 58
12 <- 14
13 <- 12
14 <- 12
15 <- 8
16 <- 17
16 <- 19
17 <- 19
17 <- 55
18 <- 1
18 <- 20
18 <- 14
19 <- 17
19 <- 55
20 <- 18
20 <- 17
20 <- 19
20 <- 10
21 <- 50
21 <- 3
22 <- 14
22 <- 13
22 <- 12
22 <- 29
22 <- 27
23 <- 8
23 <- 42
24 <- 13
24 <- 3
24 <- 34
24 <- 5
24 <- 8
25 <- 39
25 <- 58
26 <- 55
27 <- 12
27 <- 31
28 <- 10
28 <- 52
29 <- 13
29 <- 12
29 <- 14
29 <- 22
30 <- 46
31 <- 12
31 <- 27
32 <- 35
33 <- 59
33 <- 36
34 <- 40
34 <- 47
35 <- 56
35 <- 32
36 <- 9
36 <- 7
36 <- 54
37 <- 45
37 <- 54
38 <- 18
38 <- 40
39 <- 8
40 <- 38
40 <- 7
41 <- 1
41 <- 39
41 <- 25
41 <- 15
42 <- 7
43 <- 30
44 <- 9
45 <- 8
46 <- 30
47 <- 30
48 <- 38
48 <- 51
49 <- 5
50 <- 3
51 <- 48
52 <- 44
52 <- 56
52 <- 35
52 <- 9
52 <- 36
53 <- 2
54 <- 10
55 <- 19
55 <- 45
55 <- 54
56 <- 35
57 <- 8
58 <- 40
58 <- 7
58 <- 11
59 <- 33
59 <- 61
60 <- 59
60 <- 13
60 <- 19
60 <- 7
61 <- 59
62 <- 4
62 <- 2
63 <- 56
63 <- 4
64 <- 18
64 <- 7
64 <- 38
