Accuracy	Precision	Recall	F1	MCC	BM
0.33088235294117646	0.19469026548672566	1.0	0.3259259259259259	0.1981908549015824	0.20175438596491224
0.3235294117647059	0.19298245614035087	1.0	0.3235294117647059	0.19298245614035087	0.1929824561403508
0.3235294117647059	0.19298245614035087	1.0	0.3235294117647059	0.19298245614035087	0.1929824561403508
0.34558823529411764	0.1981981981981982	1.0	0.33082706766917297	0.20848145516742653	0.2192982456140351
0.34558823529411764	0.1981981981981982	1.0	0.33082706766917297	0.20848145516742653	0.2192982456140351
0.35294117647058826	0.2	1.0	0.33333333333333337	0.2135744251723958	0.22807017543859653
0.34558823529411764	0.1981981981981982	1.0	0.33082706766917297	0.20848145516742653	0.2192982456140351
0.3088235294117647	0.1896551724137931	1.0	0.3188405797101449	0.1824084352917313	0.17543859649122817
0.33088235294117646	0.19469026548672566	1.0	0.3259259259259259	0.1981908549015824	0.20175438596491224
0.3235294117647059	0.1875	0.9545454545454546	0.31343283582089554	0.15097591444033434	0.15629984051036683
