alaS	alaS	-
csgD	csgF	+
csgD	csgG	+
csgD	csgD	+
csgD	csgE	+
csgD	adrA	+
csgD	iraP	+
csgD	pepD	-
dgsA	malT	-
dgsA	dgsA	-
dicA	dicB	-
dicA	ydfD	-
evgA	mdtF	+
evgA	ydeO	+
evgA	yneN	+
evgA	ydeP	+
evgA	yegR	+
evgA	yfdX	+
evgA	mdtE	+
evgA	evgA	+
evgA	gadE	+
gadE	rcsA	+
gadE	hdeA	+
gadE	hdeB	+
gadE	yhiD	+
gadE	gadB	+
gadE	hdeD	+
gadE	gltF	+
gadE	gadE	+
gadE	mdtE	+
gadE	mdtF	+
gadE	gadW	+
gadE	gadX	+
gadE	gadA	+
gadE	gadC	+
gadE	cadA	+
gadE	cadB	+
gadE	gltB	+
gadE	gltD	+
gadE	gnd	+
gadE	lrp	+
gadW	slp	+
gadW	mdtE	+
gadW	mdtF	+
gadW	gadW	-
gadW	gadX	-
gadW	gadA	-
gadW	gadY	+
gadW	gadC	-
gadW	hdeA	-
gadW	hdeB	+
gadW	yhiD	-
gadW	gadB	-
gadW	gadE	+
gadW	dctR	+
gadX	gadE	+
gadX	gadB	+
gadX	yhiD	-
gadX	hdeB	+
gadX	hdeA	-
gadX	lon	+
gadX	gadC	+
gadX	hdeD	+
gadX	cadB	+
gadX	cadA	+
gadX	asnB	+
gadX	dctR	+
gadX	slp	+
gadX	mdtE	+
gadX	mdtF	+
gadX	ybaT	+
gadX	ybaS	+
gadX	gadY	+
gadX	gadA	+
gadX	gadX	+
gadX	gadW	-
lrp	gltB	+
lrp	gltD	+
lrp	kbl	+
lrp	livF	-
lrp	livH	-
lrp	livJ	-
lrp	livK	-
lrp	livM	-
lrp	lrp	-
lrp	lysU	-
lrp	malT	+
lrp	osmC	+
lrp	sdaA	-
lrp	tdh	+
lrp	hdeA	-
lrp	hdeB	-
lrp	yhiD	-
lrp	gltF	+
lrp	stpA	+
lrp	yeiL	+
lrp	yojI	+
malT	malZ	+
nemR	nemA	-
nemR	nemR	-
rcsA	osmC	+
rcsA	rcsA	+
rcsA	csgG	-
rcsA	csgF	-
rcsA	csgE	-
rcsA	csgD	-
rutR	nemR	-
rutR	rutR	-
rutR	gadX	-
rutR	gadW	-
rutR	nemA	-
stpA	stpA	-
torR	gadA	-
torR	torR	-
torR	gadX	-
torR	yhiD	+
torR	hdeB	+
torR	hdeA	+
ydeO	mdtF	+
ydeO	mdtE	+
ydeO	gadE	+
yeiL	yeiL	+
