ascG	ascB	-
ascG	ascF	-
ascG	ascG	-
ascG	prpR	-
chbR	chbB	+
chbR	chbC	+
chbR	chbG	+
chbR	chbR	-
chbR	chbF	+
chbR	chbA	-
crp	nanM	+
crp	nanC	+
crp	prpR	+
crp	prpB	+
crp	prpC	+
crp	prpD	+
crp	prpE	+
crp	feaR	+
crp	rbsK	+
crp	rbsR	+
crp	rhaR	+
crp	zraS	+
crp	ascB	+
crp	ascF	+
crp	chbB	+
crp	chbC	+
crp	chbA	+
crp	chbR	+
crp	chbF	+
crp	crp	+
crp	zraR	+
crp	malI	-
crp	malX	+
crp	malY	-
crp	manX	+
crp	manY	+
crp	manZ	+
crp	melA	+
crp	melB	+
crp	mtlA	+
crp	mtlD	+
crp	nagA	-
crp	nagB	+
crp	nagD	+
crp	nagE	-
crp	nagC	-
crp	pncB	-
crp	rbsA	+
crp	rbsB	+
crp	rbsC	+
crp	rbsD	+
crp	marB	+
crp	rhaD	+
crp	rhaA	+
crp	rhaB	+
crp	mtlR	+
crp	galP	+
crp	chbG	+
crp	melR	+
crp	rhaT	+
crp	marR	+
crp	fucA	+
crp	fucI	+
crp	fucK	+
crp	fucO	+
crp	fucP	+
crp	fucR	+
crp	fucU	+
crp	rhaS	+
fucR	fucA	+
fucR	fucI	+
fucR	fucK	+
fucR	fucU	+
fucR	fucP	+
fucR	fucR	+
fucR	fucO	+
malI	malI	-
malI	malY	-
malI	malX	-
marR	marB	-
marR	marR	-
melR	melA	-
melR	melB	+
melR	melR	+
mtlR	mtlA	-
mtlR	mtlR	-
mtlR	mtlD	-
nadR	nadA	-
nadR	pnuC	-
nadR	pncB	-
nadR	nadB	-
nagC	chbB	-
nagC	nanC	-
nagC	chbA	-
nagC	chbR	-
nagC	chbF	-
nagC	manX	-
nagC	manY	-
nagC	manZ	-
nagC	nagA	-
nagC	nagB	-
nagC	nagD	-
nagC	nagE	-
nagC	nagC	-
nagC	galP	-
nagC	chbG	-
nagC	nanM	-
nagC	chbC	-
prpR	prpD	+
prpR	prpR	-
prpR	prpB	+
prpR	prpC	+
prpR	prpE	+
rbsR	rbsA	-
rbsR	rbsB	-
rbsR	rbsR	-
rbsR	rbsD	-
rbsR	rbsK	-
rbsR	rbsC	-
rhaR	rhaR	+
rhaR	rhaS	+
rhaS	rhaT	+
rhaS	rhaA	+
rhaS	rhaB	+
rhaS	rhaS	+
rhaS	rhaR	+
rhaS	rhaD	+
zraR	zraR	+
zraR	zraS	+
