hns	bolA	1
hns	bglJ	1
hns	leuO	1
hns	stpA	1
hns	nhaR	1
hns	gutM	1
hns	srlR	1
hns	appY	1
hns	caiF	1
hns	gadW	1
hns	gadX	1
hns	rcsA	1
hns	cadA	1
hns	cadB	1
hns	bglG	1
hns	bglB	1
hns	bglF	1
hns	yhiD	1
hns	hdeA	1
hns	hdeB	1
hns	gadA	1
hns	hdeD	1
hns	gutQ	1
hns	srlD	1
hns	srlB	1
hns	srlE	1
hns	srlA	1
hns	osmC	1
hns	nhaA	1
hns	fliC	1
hns	yjjQ	1
hns	yjjP	1
hns	proW	1
hns	hchA	1
hns	cspD	1
hns	mukE	1
hns	yciE	1
hns	proV	1
cspA	hns	1
bolA	ampC	1
bglJ	bglG	1
bglJ	bglB	1
bglJ	bglF	1
leuO	bglJ	1
leuO	cadC	1
leuO	bglG	1
leuO	bglB	1
leuO	bglF	1
leuO	yjjQ	1
leuO	leuA	1
leuO	leuL	1
leuO	leuC	1
cadC	cadA	1
cadC	cadB	1
stpA	bglG	1
stpA	bglB	1
stpA	bglF	1
nhaR	osmC	1
nhaR	nhaA	1
nhaR	pgaC	1
gutM	srlR	1
gutM	gutQ	1
gutM	srlD	1
gutM	srlB	1
gutM	srlE	1
gutM	srlA	1
srlR	gutM	1
srlR	gutQ	1
srlR	srlD	1
srlR	srlB	1
srlR	srlE	1
srlR	srlA	1
gadW	gadX	1
gadW	gadE	1
gadW	mdtF	1
gadW	mdtE	1
gadW	yhiD	1
gadW	hdeA	1
gadW	hdeB	1
gadW	gadA	1
gadW	gadB	1
gadW	gadC	1
gadW	gadY	1
gadW	dctR	1
gadW	slp	1
gadX	hns	1
gadX	gadW	1
gadX	gadE	1
gadX	mdtF	1
gadX	mdtE	1
gadX	cadA	1
gadX	cadB	1
gadX	yhiD	1
gadX	hdeA	1
gadX	hdeB	1
gadX	gadA	1
gadX	hdeD	1
gadX	gadB	1
gadX	gadC	1
gadX	gadY	1
gadX	dctR	1
gadX	slp	1
gadX	ybaS	1
rutR	gadW	1
rutR	gadX	1
rutR	nemR	1
rutR	nemA	1
rutR	gmr	1
nemR	nemA	1
gadE	gadW	1
gadE	gadX	1
gadE	rcsA	1
gadE	mdtF	1
gadE	mdtE	1
gadE	cadA	1
gadE	cadB	1
gadE	yhiD	1
gadE	hdeA	1
gadE	hdeB	1
gadE	gadA	1
gadE	hdeD	1
gadE	gadB	1
gadE	gadC	1
gadE	fliC	1
gadE	gnd	1
rcsA	osmC	1
ydeO	gadE	1
ydeO	mdtF	1
ydeO	mdtE	1
evgA	gadE	1
evgA	ydeO	1
evgA	mdtF	1
evgA	mdtE	1
evgA	yegR	1
evgA	evgS	1
hns	cspA	0
hns	cadC	0
hns	rutR	0
hns	nemR	0
hns	gadE	0
hns	ydeO	0
hns	evgA	0
hns	mdtF	0
hns	mdtE	0
hns	gadB	0
hns	gadC	0
hns	gadY	0
hns	nemA	0
hns	dctR	0
hns	slp	0
hns	ampC	0
hns	pgaC	0
hns	gmr	0
hns	yegR	0
hns	leuA	0
hns	leuL	0
hns	ybaS	0
hns	leuC	0
hns	evgS	0
hns	gnd	0
cspA	bolA	0
cspA	bglJ	0
cspA	leuO	0
cspA	cadC	0
cspA	stpA	0
cspA	nhaR	0
cspA	gutM	0
cspA	srlR	0
cspA	appY	0
cspA	caiF	0
cspA	gadW	0
cspA	gadX	0
cspA	rutR	0
cspA	nemR	0
cspA	gadE	0
cspA	rcsA	0
cspA	ydeO	0
cspA	evgA	0
cspA	mdtF	0
cspA	mdtE	0
cspA	cadA	0
cspA	cadB	0
cspA	bglG	0
cspA	bglB	0
cspA	bglF	0
cspA	yhiD	0
cspA	hdeA	0
cspA	hdeB	0
cspA	gadA	0
cspA	hdeD	0
cspA	gutQ	0
cspA	srlD	0
cspA	srlB	0
cspA	srlE	0
cspA	srlA	0
cspA	gadB	0
cspA	osmC	0
cspA	gadC	0
cspA	nhaA	0
cspA	fliC	0
cspA	gadY	0
cspA	yjjQ	0
cspA	nemA	0
cspA	dctR	0
cspA	slp	0
cspA	yjjP	0
cspA	ampC	0
cspA	pgaC	0
cspA	gmr	0
cspA	yegR	0
cspA	proW	0
cspA	leuA	0
cspA	leuL	0
cspA	hchA	0
cspA	ybaS	0
cspA	leuC	0
cspA	cspD	0
cspA	mukE	0
cspA	evgS	0
cspA	yciE	0
cspA	gnd	0
cspA	proV	0
bolA	hns	0
bolA	cspA	0
bolA	bglJ	0
bolA	leuO	0
bolA	cadC	0
bolA	stpA	0
bolA	nhaR	0
bolA	gutM	0
bolA	srlR	0
bolA	appY	0
bolA	caiF	0
bolA	gadW	0
bolA	gadX	0
bolA	rutR	0
bolA	nemR	0
bolA	gadE	0
bolA	rcsA	0
bolA	ydeO	0
bolA	evgA	0
bolA	mdtF	0
bolA	mdtE	0
bolA	cadA	0
bolA	cadB	0
bolA	bglG	0
bolA	bglB	0
bolA	bglF	0
bolA	yhiD	0
bolA	hdeA	0
bolA	hdeB	0
bolA	gadA	0
bolA	hdeD	0
bolA	gutQ	0
bolA	srlD	0
bolA	srlB	0
bolA	srlE	0
bolA	srlA	0
bolA	gadB	0
bolA	osmC	0
bolA	gadC	0
bolA	nhaA	0
bolA	fliC	0
bolA	gadY	0
bolA	yjjQ	0
bolA	nemA	0
bolA	dctR	0
bolA	slp	0
bolA	yjjP	0
bolA	pgaC	0
bolA	gmr	0
bolA	yegR	0
bolA	proW	0
bolA	leuA	0
bolA	leuL	0
bolA	hchA	0
bolA	ybaS	0
bolA	leuC	0
bolA	cspD	0
bolA	mukE	0
bolA	evgS	0
bolA	yciE	0
bolA	gnd	0
bolA	proV	0
bglJ	hns	0
bglJ	cspA	0
bglJ	bolA	0
bglJ	leuO	0
bglJ	cadC	0
bglJ	stpA	0
bglJ	nhaR	0
bglJ	gutM	0
bglJ	srlR	0
bglJ	appY	0
bglJ	caiF	0
bglJ	gadW	0
bglJ	gadX	0
bglJ	rutR	0
bglJ	nemR	0
bglJ	gadE	0
bglJ	rcsA	0
bglJ	ydeO	0
bglJ	evgA	0
bglJ	mdtF	0
bglJ	mdtE	0
bglJ	cadA	0
bglJ	cadB	0
bglJ	yhiD	0
bglJ	hdeA	0
bglJ	hdeB	0
bglJ	gadA	0
bglJ	hdeD	0
bglJ	gutQ	0
bglJ	srlD	0
bglJ	srlB	0
