ascG	ascB	-
ascG	ascF	-
ascG	ascG	-
ascG	prpR	-
chbR	chbB	-
chbR	chbC	-
chbR	chbG	-
chbR	chbR	-
chbR	chbF	-
chbR	chbA	+
crp	idnR	+
crp	srlA	+
crp	gntP	+
crp	uxuB	+
crp	uxuR	+
crp	xylF	+
crp	xylR	+
crp	prpR	+
crp	prpB	+
crp	prpC	+
crp	prpD	+
crp	prpE	+
crp	feaR	+
crp	rbsK	+
crp	rbsR	+
crp	rhaR	+
crp	zraS	+
crp	ascB	+
crp	ascF	+
crp	chbB	+
crp	chbC	+
crp	chbA	+
crp	chbR	+
crp	chbF	+
crp	crp	+
crp	zraR	+
crp	malI	+
crp	malX	-
crp	malY	-
crp	melA	+
crp	melB	+
crp	nagB	+
crp	nagD	-
crp	nagE	-
crp	nagC	-
crp	rbsA	+
crp	rbsB	+
crp	rbsC	+
crp	rbsD	+
crp	rhaD	+
crp	rhaA	+
crp	rhaB	+
crp	mtlR	+
crp	chbG	+
crp	xylH	+
crp	uxuA	+
crp	melR	+
crp	rhaT	+
crp	marR	+
crp	fucA	+
crp	fucI	+
crp	fucK	+
crp	fucO	+
crp	fucP	+
crp	fucR	+
crp	fucU	+
crp	rhaS	+
crp	srlE	+
crp	srlB	+
crp	srlD	+
crp	gutM	+
crp	gutQ	+
crp	srlR	+
fucR	fucA	+
fucR	fucI	+
fucR	fucK	+
fucR	fucU	+
fucR	fucP	+
fucR	fucR	+
fucR	fucO	+
gutM	srlB	+
gutM	srlD	+
gutM	gutM	+
gutM	gutQ	+
gutM	srlR	+
gutM	srlA	+
gutM	srlE	+
srlR	srlA	-
srlR	srlB	-
srlR	srlD	-
srlR	gutM	-
srlR	gutQ	-
srlR	srlR	-
srlR	srlE	-
idnR	idnR	+
malI	malI	-
malI	malY	-
malI	malX	-
marR	marR	-
melR	melA	+
melR	melB	+
melR	melR	+
mtlR	mtlR	-
nagC	chbB	-
nagC	chbA	-
nagC	chbR	-
nagC	chbF	-
nagC	nagB	-
nagC	nagD	-
nagC	nagE	-
nagC	nagC	-
nagC	chbG	-
nagC	chbC	-
prpR	prpD	+
prpR	prpR	-
prpR	prpB	+
prpR	prpC	+
prpR	prpE	+
rbsR	rbsA	-
rbsR	rbsB	-
rbsR	rbsR	-
rbsR	rbsD	-
rbsR	rbsK	-
rbsR	rbsC	-
rhaR	rhaR	+
rhaR	rhaS	+
rhaS	rhaT	+
rhaS	rhaA	+
rhaS	rhaB	+
rhaS	rhaS	+
rhaS	rhaR	+
rhaS	rhaD	+
uxuR	uxuA	-
uxuR	gntP	-
uxuR	uxuB	-
uxuR	uxuR	-
xylR	xylH	+
xylR	xylF	+
xylR	xylR	+
zraR	zraR	+
zraR	zraS	+
