rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
0.0	0.6747023000111232	0.6075663804461852	0.892773847927898	0.8302584346327191	0.0	0.23084356407417406	0.403933790101188	0.0	0.0	0.0	0.0	0.0	0.39201757927615366	-0.6574135166592896	0.0	0.0	0.3743932024049996	0.6441249919886942	0.0	0.6909807228432189	0.20027107641438957	0.0853627878208908	0.0	0.0	-0.1281093179067787	0.4076343505102639	0.0	0.0	0.18427910715153883	0.6850140010071352	0.0	0.0	0.13212483014120655	-0.9247589684091508	0.0	0.0	0.0	0.7086647484857959	0.0	0.8321210932545416	0.0	-0.567451580482251	0.0	0.0	0.0	0.0	0.20910935612152254	0.0	0.0	-0.08267783954729102	0.8767195652881445	-0.41098329331725836	0.0	-0.04396960698068142	0.0	-0.22214159136638045	0.0	0.8833473567489629	0.0	0.0	0.2185342127755825	0.35716754927612654	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7812589143868536	-0.1719173879828304	0.0	0.0	-0.6158035087864846	0.0	-0.24092896524008822	0.4603685720763593	0.39940275394537106	0.0	0.0	0.0	0.2463459181566986	0.0	0.0	0.0	-0.4283924658857788	0.386753777490819	0.0	0.4753327294140912	0.0	0.0	0.0	0.0	-0.3795636869035661	0.0	0.0	0.0	0.0	0.0	0.7010165119636856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4680436333744234	0.0	0.5406309668060802	-0.8504163410980254	-0.32423419405006515	0.0	0.0	0.0	0.0	0.0	0.6046705259303425
0.03267051703254315	0.0	0.0	0.26309218457303923	0.0	0.0	0.0	0.0	0.4053868865102112	0.0	0.0	0.0	0.0	0.0	-0.36676214705221355	0.5097259345908595	0.0	0.0	0.0	0.0	0.0	0.4340265822910052	0.0	0.0	0.0	-0.18648253863735165	0.47297773141595173	0.0	0.0	0.584091063717366	0.0	0.7495735670075598	0.054907737817688235	0.0	-0.0604245241265744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9180176661429417	0.0	0.15628901392605415	0.8337330300895396	0.0	0.0	0.0	0.5608666957532795	-0.26289824582636356	0.0	0.0	0.0	-0.8146530806552619	0.0	0.0	0.0	0.0	-0.06914319891290921	0.0	0.313712726981831
0.0	0.0	0.0	0.0	0.025467523833662797	0.8918521648699775	-0.18503458188132893	-0.36201327474929135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31695317150810187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4531869745632824	0.20925137940044153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0669457137119025	0.2475804690046079	0.5317946343073797	0.0	0.0	0.0	0.0	0.0	-0.28807769674686245	0.0	0.0	0.8874766516811358	0.0	0.1676068577984247	-0.432337149977684	0.0	0.0	0.0	-0.9148729462176561	-0.43655591145060896	-0.811701460974291	0.7074657240037285	0.0	0.12141374342843247	0.0	0.0	0.0	0.0	0.0	0.7983940748325412
0.0	0.7864902080231706	0.0	0.35032476102337223	0.8924085320848232	0.0	0.3926571303025489	0.0	0.0	0.0	0.0	0.0	0.0	-0.04331900355215945	-0.7985548742581159	0.5035406658404452	0.4575021952937125	0.0	0.0	0.0	0.15307463746938504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37655373137430415	0.0	0.0	0.41950363601640195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20999027396697853	0.0	0.0	0.0	0.050815780245948156	0.13683548714830096	0.0	0.9330351824258666	0.0	0.0	0.34463037701196886	0.0	0.0	0.0	0.0	-0.9786466895602643	0.6146039235491716	0.0	0.3560175954620476	0.0	0.0	0.0	0.24529119649162334	0.2766424732593428	0.0
0.0014433116182181508	0.0	0.0	0.0	0.0	0.0	-0.03943449137949895	0.0	0.0	0.0	0.0	0.0	0.7864949426177453	0.0	-0.07823481759987772	0.0	0.0	0.2550261794063686	0.0	-0.4790596757084131	0.0	-0.3181510245114285	0.11190535267491664	0.35539844618564287	0.0	0.0	0.08766224844562459	0.0	0.0	0.08313965647293697	0.0	0.0	0.30013806913614116	0.830168724629571	0.0	0.0	0.0	-0.480053209932521	0.0	0.13144574714038823	0.0	0.0	0.0	0.0	0.0	0.8440313867605435	0.0	0.5143502656904879	0.0	0.43749736353628255	-0.13296920781944654	0.07060122202986799	0.0	0.0	-0.8453026216011494	0.0	-0.3295836963225156	0.0	0.0	0.16760015466481784	0.0	0.4636337794196401	0.3186978104834985	0.6379933263468419
0.0	0.6113032659245083	0.0	0.0	0.0	0.0	0.0	-0.12290077744193117	0.09751257411870656	-0.49378525954671204	0.0	0.0	0.4659630900743913	-0.5086532187535969	-0.7208512357901782	-0.044132034296454736	0.0	0.32315974546926607	0.0	-0.5367433845531195	0.8494068304491381	0.0	-0.02921552514049386	0.0	0.0	0.386949388374928	0.0	-0.001298861129319151	0.0	0.3312497272975601	0.0	0.18192076781846914	0.7843093060013636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1929553538176184	0.0	0.3751675475468349	0.0	0.0	0.7711340493591401	-0.9767893955577165	0.0	-0.3255802940017428	0.0	0.0	0.0	0.0	0.5359953166071736	0.0	0.0	0.0	0.17588372553930023	-0.1192688932396948	-0.16857249547535735	0.0	0.0
0.0	0.23884890207176895	0.13955824616492243	0.498914466838911	0.0	0.0	0.1858684721381073	-0.3897036036397491	0.0	-0.6006227023899555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635673081077212	0.0	0.0	0.0	0.0	-0.23984731012347316	0.0	0.0	0.0	0.24486843640165973	0.7712520283943807	-0.10552614800645843	0.0	0.0	0.0	0.0	0.0	0.0	0.0729622641818441	0.0	0.0	0.0	0.7999941637195305	0.0	0.0	0.0	0.4939478201039764	0.0	0.0	0.8788767316230784	0.0	0.0	0.37252184596717275	0.0	0.0	0.0	0.0	-0.6240701146889478	0.0	0.0	0.0	0.0	0.4437538262200389	-0.3740753535867214	0.15034653826808375	0.0	0.1203538500065778
0.23736552526200744	0.0	0.05687112062365265	0.3345509480159728	0.5256312037761515	0.9607928269503996	0.21519043044900943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04908751835723246	0.0	-0.27806201507192485	-0.2539581234386381	0.0	0.0	0.0	0.0	0.6292361660459443	0.0	0.0	0.0	0.0	0.33015710266845594	0.0	0.0	0.7551679358758402	0.0	0.028146776566287154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7257883919713628	0.0
0.0	0.34527138203469904	0.0	0.0	0.0	0.8760983729696259	0.0	0.0	0.0	-0.18177153798751533	0.0	-0.8479874609038234	0.2655400263640594	0.030653830489182687	0.0	-0.07653324562339658	0.0	0.0	0.0	-0.2659214229788631	0.35479972785759367	0.0	0.23267083568175162	0.0	0.0	0.027083754836935148	0.0	0.0	0.0	-0.33284078804963757	0.0	0.0	0.0	0.0	-0.9058803964871913	-0.31365259189551403	0.0	0.0	0.4195852707080912	0.0	0.8765213086362981	0.0	0.0	0.7054748184227082	0.0	0.0	0.5068774864861022	0.0	0.0	0.0	-0.553394124368101	0.0	0.0	0.0	-0.4846253728028387	0.0	-0.8281417058315128	0.0	0.7845256538700407	0.8109733117953721	0.32396219766358736	0.0	0.0	0.674773472530288
