nadR	nadB	pnuC	nadA	pncB	crp	rhaR	rhaS	zraR	melR	feaR	malI	mtlR	prpR	ascG	marR	rbsR	chbR	nagC	fucR	chbC	chbB	chbG	chbA	chbF	nagB	prpC	fucO	fucI	fucK	rbsD	prpD	zraS	nagD	malY	rhaD	nagE	rhaA	ascF	melA	rbsB	fucP	ascB	melB	rbsK	prpB	rbsC	fucU	rhaB	malX	fucA	prpE	rbsA	nagA	nanM	nanC	rhaT	manX	mtlD	manZ	mtlA	manY	galP	marB
0.0	0.0	0.0	0.0	-0.5347434498835355	0.8029563118396039	0.0	0.0	0.35154966626105294	0.0	0.0	-0.4351903081405908	0.0	0.0	0.0	-0.13376552425324917	0.0	-0.5117205292170192	0.0	0.0	0.5309422325290958	-0.49032167298719287	-0.11565266367178695	0.0	-0.7419688359368593	-0.6024044770747423	0.16443541544012036	0.0	0.0	0.0	0.0	0.0	0.5467365639633359	0.0	-0.36157113034278154	0.0	0.0	0.0	0.0	0.0	0.0	0.01355384540401347	0.0	0.0	0.0	0.0	0.33988242720987016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11954617901409348	0.0	0.057106577699504474	0.0	-0.5033134897239506	0.0	-0.7971813201438636	-0.20896158584230162	0.0	0.2532498832887089
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06208116516226837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06091494097399763	0.0	0.0	0.28444660240264924	-0.34160501253791153	0.0	0.0	0.0	0.0	0.036617019823633676	0.0	0.0	0.42669474586606126	-0.08080213284119964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12162936639790044	0.0	0.3710871736763936	-0.2805302340184588	0.0	0.0	0.0	0.0483937812607795	0.0	0.41556622903331103	0.0	0.0	-0.40398800489492714	0.0	0.0	-0.41471721255220473	0.0	0.0	0.0	0.0	0.0
-0.46643119934014976	0.0	0.0	0.0	0.0	0.0	0.017190599197262346	0.4185525274531723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36843096518914453	0.0	0.0	0.4398154550645718	0.0	0.0	0.0	0.0	-0.15018574544228613	0.0	0.36660116844327073	0.6683875418399755	0.1944636318063746	0.0	0.0	0.0	0.0	-0.5248294773045927	0.2100636823558602	0.0	0.0	0.0	0.0	-0.2984909926755942	0.0	0.30476961945483616	0.6139903359376322	0.0	0.0	0.19451631869922692	0.0	0.0	0.0	0.0	0.0	0.7171606437815625	0.0	-0.024936231371782025	0.0	0.3527225462267768	0.0	-0.10126310610212386	0.0	0.0	0.0	-0.3363407354336232	0.3159357729462957
0.0	0.0	-0.7519609490409493	0.0	0.0	0.0	0.0	0.9207115054758073	0.0	0.0	0.0	-0.06087096547707915	0.0	0.0	-0.5101165329106152	-0.3078553108498454	0.0	0.0	0.0	0.20307010097839295	0.0	0.0	0.0	0.0	-0.8413311345502734	0.0	0.0	0.5129451679855667	0.4889976161663715	0.05889514737524192	-0.4893057462759316	0.0	0.0	0.0	-0.7222619212698191	0.0	0.0	0.0	0.0	0.0	0.06269349141692449	0.0	0.0	0.3493450681940149	-0.4915714494179301	0.06494298528534888	-0.36772280806873625	0.0	0.0	0.0	0.0	0.1977116795793472	0.3223021959467131	0.0	0.3359945194732181	-0.5352159512694925	0.0	0.0	-0.3836704082787037	0.1665522886744174	-0.821602716576308	0.0	-0.5697614438831806	-0.5347259164692784
0.0	0.0	0.0	0.0	-0.400694549549371	0.0	0.0	0.07480501594709167	0.0	0.0	0.0	-0.17782063502818346	0.0	0.0	0.0	-0.8675842375960201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5508030092475299	0.7410330585832159	0.0	0.0	0.0	-0.47556854551658034	0.0	0.0	0.0	0.0	0.12655124676400228	0.0	0.0	0.3701759154780949	0.0	0.0	0.0	0.2438149868755561	0.0	0.0	-0.029583341272663613	0.0	0.5776977350108385	0.0	0.07786359219348912	0.0	0.0	0.0	0.0	0.24710258588741918	0.0	-0.3342851898794589	0.0	0.4344074825493195	0.0	0.0
0.0	0.0	0.0	0.0	-0.43196074943989515	0.0	0.717682197073215	0.0	0.0	0.0	0.007188540347353903	0.0	-0.14287471515126526	0.0	0.0	0.0	0.509473541870173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8306456277192314	0.0	0.0	0.0	-0.46245889901183546	0.82113777462135	0.9067206151666911	0.0	0.0	0.0	0.0	0.6785585194624859	0.0	0.0	0.0	0.0	0.45801949742550185	0.0	0.0	0.8287774461566431	0.0	0.0	0.5652406540996169	-0.20432550189473186	0.2711669010680228	0.0	0.0	0.0	0.0837935730285726	0.0	0.44949565772103484	0.0	-0.23731738654896617	0.0	-0.9132176956627518	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.8681180118583143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5655600985046476	0.0	-0.9512255117297173	0.0	0.9521147635555081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21622081310488284	0.0	0.0	0.0	-0.05219954741187394	0.0	-0.0576842047739774	0.0	0.7373251056110989	0.0	0.219883089723938	0.0	0.8921989773802661	0.0	-0.1698343609220646	0.0	0.31373769774834925	0.4120212428990836	0.49937144730414795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028619341585667923	0.0	0.2704681895977291	-0.9620841508731246	0.0	0.0	-0.1139143469182724
0.0	-0.4454234796576202	0.0	0.0	-0.3799936259165406	0.0	0.20943445953328294	0.0	0.0	0.0	0.0	0.0	-0.4818808773998171	0.0	0.0	-0.33676296984776855	0.8878117912704311	0.0	0.0	0.9201874887798017	0.0	0.0	-0.026399183824102446	0.0	-0.5198636360000819	0.0	0.0	0.0	0.0	0.30148452028393846	0.0	0.0	0.34946904954266267	0.0	0.0	0.945817284238467	0.0	0.0	0.0	0.0	0.36700500811164904	0.0850818228780473	0.0	0.4148483918775301	0.0	0.0	0.0	0.8763042284429158	0.0	0.0	0.7848635986086041	0.0	0.9196631163405526	0.0	0.0	0.0	0.0	0.0	0.0	0.5210261335434797	0.0	0.16983414154663168	0.0	0.2980051318744248
0.0	0.0	0.0	0.0	-0.6680058194324374	0.0	0.0	0.8814285064743639	0.0	0.0	0.0	-0.41757465759292245	0.0	0.0	-0.2775390094611794	0.0	0.0	-0.22450689963971027	0.0	0.0	0.20770672796706052	-0.3341280296444893	0.3944373281752662	0.3443499464178193	0.0	-0.6352076327893883	0.0	0.0	0.0	0.0	0.0	0.0	0.36618231324244754	-0.6815243836026639	0.0	0.0	0.0	0.7371418004654247	0.4570745418591927	0.5050577073207225	0.0	0.6818748013454671	0.0	0.0	-0.2891460566076748	0.0	-0.0742974888180632	0.0	0.5078085257502978	0.0	0.05879112492427826	0.0	0.0	0.0	0.0	0.0	0.7208558101220649	0.0	0.0	0.6108103215067121	0.0	0.07899358907877885	0.0	0.0
0.0	0.0	0.0	-0.7622266935650259	0.0	0.0	0.8170257702821133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4708830853924155	0.0	0.7125946193723194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2669866777156774	0.0	0.0	0.0	0.6238456128048571	0.0	-0.39004299440421164	0.0	0.0	0.0	0.0	0.0	0.21929963708569933	0.0	0.0	0.08384459370565221	0.12705815259895104	0.5831174230913592	-0.2762544242778111	0.9494566844098354	0.0	0.0	0.6740474968321681	0.7058911837708501	0.0	0.0	0.0	-0.5263929422944784	0.2800084987203252	0.0	0.0	0.0	-0.9778714114800096	0.07561750819138668	0.0	0.0
