hns	cspA	bolA	bglJ	leuO	cadC	stpA	nhaR	gutM	srlR	appY	caiF	gadW	gadX	rutR	nemR	gadE	rcsA	ydeO	evgA	mdtF	mdtE	cadA	cadB	bglG	bglB	bglF	yhiD	hdeA	hdeB	gadA	hdeD	gutQ	srlD	srlB	srlE	srlA	gadB	osmC	gadC	nhaA	fliC	gadY	yjjQ	nemA	dctR	slp	yjjP	ampC	pgaC	gmr	yegR	proW	leuA	leuL	hchA	ybaS	leuC	cspD	mukE	evgS	yciE	gnd	proV
0.0	0.0	-0.5044005108065903	0.0	0.0	0.888416819035787	0.0	-0.04689672388497734	0.3380855006325668	0.0	0.0	0.0	0.0	0.0	-0.3616184799466282	-0.5359318584669381	0.5147959090665397	-0.35917978942672846	0.0	0.0	0.0	0.07246482066703161	0.0	0.0	0.0	0.0	0.0	-0.052288520964631546	0.0	0.30993275248238916	0.0	-0.12873022894998143	0.0	0.0	0.0	0.28757623502425356	0.6249633749711581	0.0	-0.24553509537889512	0.0	0.0	0.0	0.0	-0.9923380666878074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3442313631530851	0.0	0.6914023985216086	-0.6110666014719754	0.0	0.06304118624861403	0.6847666245852051	0.0	0.0	0.0	0.0	-0.11684692720882595
0.02048322678658787	0.0	-0.6150149032473564	0.0	0.21661423307090832	0.0	0.0	0.0	0.0	0.0	-0.40370226046070457	0.0	0.0	-0.12256316517337329	-0.5127103407867253	0.0	0.0	0.0	0.0	0.0	0.7749225797991178	0.0	-0.21140928757401212	0.4817815759095083	0.1620921510605583	0.0	0.0	-0.4402948067289085	0.0826822373514936	0.0	0.0	0.0	0.0	0.21868720978486816	0.0	0.19210166543162865	0.6081470995440401	0.20908585106901872	0.0	0.15308649147798026	0.0	0.0	0.3071360956772902	-0.7751142110209912	0.0	0.0	0.7173210190000499	0.0	0.0	0.0	-0.14282381255179644	0.4438302961236156	0.0	0.0	0.8526482530930702	0.0	-0.007396251999693182	0.7980314170100824	0.0	0.0	0.0	0.0	0.9625119331824095	0.0
-0.4453722326632249	-0.8677235550712794	-0.8475924097001553	-0.7441590691450983	0.0	0.2892281170876359	0.0	0.0	0.27885683287602425	0.0	0.0	-0.4050550349056721	-0.10326254414394498	0.0	0.0	0.0	0.10470774014372798	0.0	0.0	0.0	0.4464280486966393	0.0	0.0	0.7712650884284358	-0.5175523688682845	0.0	0.0	0.0	0.1624504102824197	0.0	0.0	0.0	0.0	0.007982473140466004	0.0	0.0	0.6922545793230899	0.0	-0.2589690940623626	-0.10014612102943754	0.0	0.0	0.0	-0.044612947618588805	0.0	0.0	0.8148118430605644	-0.7238199110142887	-0.23179210792295635	0.0	0.0	0.0	0.0	0.0	0.36490414664760873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17145617330171772	0.0
0.21014030910212222	-0.9771003630012274	0.0	0.0	0.0	0.0	0.0	0.0	0.45908342755135656	0.0	0.0	0.0	0.0	0.0	0.0	-0.9548298779409379	0.0	-0.5081564984219068	0.0	0.0	0.0	0.0	-0.4304760189729373	0.18745942212331101	0.008934914773187974	0.35894955438114734	0.0	0.11850286053975512	-0.22563692708854222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38274606720716803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8854130664840341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0067369774857198444	0.0	-0.41982897053834045	0.27297710242417217	0.00914570547852683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24848380102123258	0.8652721275219282	0.0	0.0	0.7031698731881114	0.0	0.0	0.0	0.28428365243151815	0.0	0.0	0.0	0.0	-0.4507387162023624	-0.30135831966687987	0.0	0.4594037106911419	0.0	0.0	0.0	0.8648911838880187	0.0	0.0	-0.20398649107664824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.35770686878822744	0.0	0.0	0.0	0.0	0.0	0.4966189417867789	0.0	0.8236836302061019	0.2817971066704412	0.0	-0.4148798459209502	0.0	-0.5678956380579621
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5550533158238977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13716549935643693	0.0	0.5771697457755636	-0.041292386189245245	0.0	0.0	0.0	0.0	0.0	0.0	-0.057085066648843386	0.0	0.0	0.0	-0.3208332938291182	0.7469685575223781	0.0	0.22435091955759673	0.0	-0.3726077775936574	0.5748402966502524	0.0	-0.48991553019732237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.48681961256079376	0.0	0.7840511850142543	0.0	0.7974705788186619	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3520499659154904	0.0	0.0	-0.055623856373131275	0.0	0.0	-0.6312464373186231	0.0	0.0	0.0	0.0	-0.01745429285801947	0.0	0.0	-0.06994042219594121	0.0	0.0	0.0	0.827242050517123	0.0	0.4961334369539193	0.0	-0.2040621701630394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33116315995651235	0.22683123069231476	0.0	0.22228876492110006	0.0	0.0	0.0	0.0	0.0	-0.8917789908591658	0.0	0.2988940438616761	-0.402067091781646	0.0	0.8571908539129952	0.0	0.0	0.0	0.0	-0.8443727707490325	0.0	0.0	0.7362092803496679	0.5831267701057409	0.0	0.37068789837610516	0.8811835463249222	0.0	0.0	0.14525870275886266	-0.5971691557206213	0.0	0.0
0.0	-0.05705754295922816	0.0	-0.7251465294975787	0.6600674767716957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08826105320547584	0.0	0.6432243760485875	0.0	0.0	0.1408678544217159	0.0	-0.25582959555476215	-0.31257694680690734	-0.21138404645867437	0.0	-0.3173146188760235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39868272662335186	0.0	-0.3315102062188089	0.0	0.0	0.0	-0.013719659997150302	0.39535196474441986	0.0	-0.20489237969741225	0.0	0.061632633067341305	0.0	0.0	-0.4974299210589379	0.0	0.47164418758504734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13969250372610986
0.0	0.0	0.0	-0.8104386779014021	0.0	0.5030772159749305	0.0	-0.480314723769091	0.0	0.0	-0.6801377439405769	0.0	0.0	0.0	-0.10213339095935225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3601542560386102	0.0	0.0	0.0	0.0	0.0	0.42671825210209346	0.0	-0.26201984289339086	-0.5731071844573046	0.0	0.0	0.0	0.0	0.23267033037238494	0.02118407711334576	-0.3613185867836222	0.0	-0.9734723751898855	0.9541921379360772	0.0	0.0	-0.7724161832593381	0.0	0.061567945251848735	-0.07534945639781654	0.0	0.7039649983380454	0.0	0.721091244561813	0.0	0.6666213721301218	0.0	-0.6988160882610828	0.0	0.0	0.09313870966103054	0.0	0.6482371286974987	0.0	0.0	-0.90427220845595
-0.09987771786634203	0.0	0.0	0.0	0.7560196711885913	0.0	0.0	0.02718795524548745	0.0	0.0	0.0	0.0	-0.6720047937706113	0.0	0.0	-0.36922101443633437	0.0	-0.03835236629749772	0.0	0.6473945624005722	0.0	0.0	0.09471370065560536	0.0	0.0	0.36812926688715847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7905676413978217	0.0	-0.4813358291201343	0.0	0.0	0.0	0.0	-0.10168767557479441	0.0	0.9110352358210572	0.0	0.0	0.0	0.5118664864773417	0.0	0.0	0.0	0.0	0.0	0.0	0.21517539818620288	0.0	0.0	0.0	0.0	0.4562249504927931	0.9437225852759947	0.5833533633986255	0.0	0.0	-0.15523655246943235
