csgD	csgF	+
csgD	csgG	+
csgD	csgD	+
csgD	csgE	+
evgA	mdtF	+
evgA	ydeO	+
evgA	mdtE	+
evgA	evgA	+
evgA	gadE	+
flhC	yhjH	+
flhC	flgA	+
flhC	flgD	+
flhC	flgE	+
flhC	flgG	+
flhC	flgH	+
flhC	flgI	+
flhC	flgJ	+
flhC	flgM	+
flhC	flhA	+
flhC	fliK	+
flhC	gltI	+
flhC	flgN	+
flhC	flhE	+
flhC	flhB	+
flhD	flhA	+
flhD	fliK	+
flhD	gltI	+
flhD	flgN	+
flhD	flhE	+
flhD	flhB	+
flhC	fliM	+
flhC	fliN	+
flhC	recC	+
flhC	fliD	+
flhC	ppdC	+
flhC	fliF	+
flhC	fliT	+
flhC	fliG	+
flhC	fliH	+
flhC	fliQ	+
flhC	fliR	+
flhD	recC	+
flhD	fliD	+
flhD	ppdC	+
flhD	fliF	+
flhD	fliT	+
flhD	fliG	+
flhD	fliH	+
flhD	fliQ	+
flhD	fliR	+
flhD	yhjH	+
flhD	flgA	+
flhD	flgD	+
flhD	flgE	+
flhD	flgG	+
flhD	flgH	+
flhD	flgI	+
flhD	flgJ	+
flhD	flgM	+
flhD	fliM	+
flhD	fliN	+
gadE	rcsA	+
gadE	hdeA	+
gadE	hdeB	+
gadE	yhiD	+
gadE	gadB	+
gadE	gadE	+
gadE	mdtE	+
gadE	mdtF	+
gadE	gadW	+
gadE	gadX	+
gadE	gadA	+
gadE	gadC	+
gadW	mdtE	+
gadW	mdtF	+
gadW	gadW	-
gadW	gadX	-
gadW	gadA	-
gadW	gadY	+
gadW	gadC	-
gadW	hdeA	+
gadW	hdeB	-
gadW	yhiD	+
gadW	gadB	-
gadW	gadE	+
gadX	gadE	+
gadX	gadB	+
gadX	yhiD	-
gadX	hdeB	+
gadX	hdeA	-
gadX	gadC	+
gadX	mdtE	+
gadX	mdtF	+
gadX	gadY	+
gadX	gadA	+
gadX	gadX	+
gadX	gadW	-
hdfR	flhD	-
hdfR	flhC	-
lrhA	lrhA	+
lrhA	flhD	-
lrhA	flhC	-
nemR	nemR	-
ompR	csgD	+
ompR	csgF	+
ompR	csgG	+
ompR	sra	-
ompR	flhD	-
ompR	flhC	-
ompR	bolA	-
ompR	csgE	+
phoP	rstA	+
phoP	phoP	+
qseB	flhC	+
qseB	qseB	+
qseB	flhD	+
rcsA	osmB	+
rcsA	rcsA	+
rcsA	sra	+
rcsA	rprA	+
rcsA	csgG	-
rcsA	csgF	-
rcsA	csgE	-
rcsA	csgD	-
rcsA	bdm	+
rcsA	wcaB	+
rcsA	wzc	+
rcsB	flhC	-
rcsB	flhD	-
rcsB	osmB	+
rcsB	rcsA	+
rcsB	sra	+
rcsB	rprA	+
rcsB	csgG	-
rcsB	csgF	-
rcsB	csgE	-
rcsB	csgD	-
rcsB	bdm	+
rcsB	wcaB	+
rcsB	wzc	+
rcsA	flhD	-
rcsA	flhC	-
rstA	csgD	-
rstA	csgE	-
rstA	csgF	-
rstA	csgG	-
rutR	nemR	-
rutR	rutR	-
rutR	gadX	-
rutR	gadW	-
torR	gadA	-
torR	torR	-
torR	gadX	-
torR	yhiD	+
torR	hdeB	+
torR	hdeA	+
ydeO	mdtF	+
ydeO	mdtE	+
ydeO	gadE	+
