bglJ	bglG	+
bglJ	bglF	+
bglJ	bglB	+
bolA	ampC	-
cadC	cadB	+
cadC	cadA	+
cadC	cadC	+
cspA	hns	+
evgA	mdtF	+
evgA	ydeO	+
evgA	yegR	+
evgA	mdtE	+
evgA	evgS	+
evgA	evgA	+
evgA	gadE	+
gadE	rcsA	+
gadE	hdeA	+
gadE	hdeB	+
gadE	yhiD	+
gadE	gadB	+
gadE	hdeD	+
gadE	gadE	+
gadE	mdtE	+
gadE	mdtF	+
gadE	gadW	+
gadE	gadX	+
gadE	gadA	+
gadE	gadC	+
gadE	cadA	+
gadE	cadB	+
gadE	fliC	+
gadE	gnd	+
gadW	slp	+
gadW	mdtE	+
gadW	mdtF	+
gadW	gadW	-
gadW	gadX	-
gadW	gadA	-
gadW	gadY	+
gadW	gadC	-
gadW	hdeA	+
gadW	hdeB	-
gadW	yhiD	-
gadW	gadB	-
gadW	gadE	+
gadW	dctR	+
gadX	gadE	+
gadX	hns	+
gadX	gadB	+
gadX	yhiD	-
gadX	hdeB	-
gadX	hdeA	-
gadX	gadC	+
gadX	hdeD	+
gadX	cadB	+
gadX	cadA	+
gadX	dctR	+
gadX	slp	+
gadX	mdtE	+
gadX	mdtF	+
gadX	ybaS	+
gadX	gadY	+
gadX	gadA	+
gadX	gadX	+
gadX	gadW	-
gutM	srlB	+
gutM	srlD	+
gutM	gutM	+
gutM	gutQ	+
gutM	srlR	+
gutM	srlA	+
gutM	srlE	+
srlR	srlA	-
srlR	srlB	-
srlR	srlD	-
srlR	gutM	-
srlR	gutQ	-
srlR	srlR	-
srlR	srlE	-
hns	mukE	+
hns	hdeA	-
hns	hdeB	-
hns	yhiD	-
hns	hdeD	-
hns	stpA	-
hns	gadW	-
hns	gadX	-
hns	cadB	-
hns	fliC	+
hns	hns	-
hns	leuO	-
hns	nhaA	-
hns	osmC	-
hns	proV	-
hns	proW	-
hns	rcsA	-
hns	srlE	+
hns	srlB	+
hns	srlD	+
hns	gutM	+
hns	gutQ	+
hns	srlR	+
hns	nhaR	-
hns	cspD	+
hns	yciE	-
hns	gadA	-
hns	caiF	-
hns	hchA	-
hns	yjjP	-
hns	yjjQ	-
hns	bglJ	-
hns	srlA	+
hns	appY	-
hns	bglB	-
hns	bglF	-
hns	bglG	-
hns	bolA	-
hns	cadA	-
leuO	bglB	+
leuO	bglJ	+
leuO	bglF	+
leuO	bglG	+
leuO	cadC	-
leuO	leuO	+
leuO	leuA	+
leuO	leuL	+
leuO	leuC	+
leuO	yjjQ	+
nemR	nemA	-
nemR	nemR	-
nhaR	nhaA	+
nhaR	pgaC	+
nhaR	nhaR	+
nhaR	osmC	+
rcsA	osmC	+
rcsA	rcsA	+
rutR	nemR	-
rutR	gmr	-
rutR	rutR	-
rutR	gadX	-
rutR	gadW	-
rutR	nemA	-
stpA	bglB	-
stpA	bglF	-
stpA	bglG	-
stpA	stpA	-
ydeO	mdtF	+
ydeO	mdtE	+
ydeO	gadE	+
