58 <- 48
58 <- 11
59 <- 59
59 <- 61
59 <- 30
56 <- 35
56 <- 18
56 <- 9
57 <- 15
57 <- 57
57 <- 34
54 <- 36
54 <- 54
54 <- 9
55 <- 15
55 <- 55
55 <- 49
52 <- 27
52 <- 30
52 <- 52
53 <- 10
53 <- 46
53 <- 53
50 <- 50
50 <- 27
50 <- 34
51 <- 50
51 <- 51
51 <- 23
17 <- 21
17 <- 17
17 <- 19
29 <- 29
29 <- 64
29 <- 36
64 <- 64
63 <- 4
63 <- 35
63 <- 21
62 <- 4
62 <- 5
62 <- 57
61 <- 59
61 <- 53
61 <- 61
60 <- 60
60 <- 38
60 <- 53
23 <- 50
23 <- 23
22 <- 29
22 <- 35
22 <- 22
21 <- 21
21 <- 51
21 <- 54
20 <- 12
20 <- 27
20 <- 22
27 <- 23
27 <- 27
27 <- 46
26 <- 16
26 <- 3
26 <- 55
25 <- 15
25 <- 26
25 <- 25
24 <- 14
24 <- 34
24 <- 33
49 <- 42
49 <- 43
49 <- 8
48 <- 51
48 <- 3
48 <- 48
45 <- 57
45 <- 45
45 <- 19
44 <- 38
44 <- 22
44 <- 9
47 <- 12
47 <- 2
47 <- 30
46 <- 60
46 <- 30
46 <- 20
41 <- 47
41 <- 57
41 <- 41
28 <- 15
28 <- 23
28 <- 53
43 <- 21
43 <- 59
43 <- 62
40 <- 40
40 <- 28
40 <- 34
16 <- 16
16 <- 5
16 <- 19
42 <- 42
42 <- 35
42 <- 24
18 <- 18
18 <- 13
18 <- 9
8 <- 59
8 <- 45
9 <- 4
9 <- 2
9 <- 36
19 <- 55
19 <- 32
19 <- 19
1 <- 10
1 <- 13
1 <- 1
2 <- 5
2 <- 2
2 <- 61
3 <- 3
3 <- 18
3 <- 24
4 <- 29
4 <- 35
4 <- 4
5 <- 55
5 <- 8
5 <- 30
6 <- 5
6 <- 6
6 <- 31
7 <- 7
7 <- 13
7 <- 53
12 <- 12
12 <- 27
12 <- 13
13 <- 60
13 <- 55
13 <- 13
10 <- 10
10 <- 55
11 <- 45
11 <- 11
38 <- 38
38 <- 27
38 <- 9
39 <- 15
39 <- 17
39 <- 39
14 <- 14
14 <- 10
15 <- 4
15 <- 64
15 <- 45
34 <- 21
34 <- 2
34 <- 34
35 <- 35
35 <- 6
35 <- 52
36 <- 40
36 <- 50
36 <- 36
37 <- 45
37 <- 19
30 <- 26
30 <- 61
30 <- 30
31 <- 23
31 <- 31
31 <- 8
32 <- 57
32 <- 37
32 <- 62
33 <- 8
33 <- 45
33 <- 33
