58 <- 58
58 <- 51
58 <- 44
59 <- 29
59 <- 36
59 <- 1
56 <- 40
56 <- 26
56 <- 63
57 <- 57
57 <- 36
57 <- 31
54 <- 34
54 <- 39
55 <- 55
55 <- 1
55 <- 52
52 <- 5
52 <- 39
52 <- 33
53 <- 3
53 <- 53
53 <- 37
50 <- 50
50 <- 7
50 <- 39
51 <- 2
51 <- 51
51 <- 45
17 <- 6
17 <- 17
17 <- 55
29 <- 29
29 <- 40
29 <- 59
64 <- 64
64 <- 49
64 <- 46
63 <- 6
63 <- 63
63 <- 39
62 <- 23
62 <- 53
62 <- 22
61 <- 53
61 <- 47
61 <- 61
60 <- 40
60 <- 60
60 <- 44
23 <- 23
23 <- 13
23 <- 48
22 <- 60
22 <- 22
22 <- 39
21 <- 36
21 <- 47
21 <- 19
20 <- 17
20 <- 30
20 <- 9
27 <- 29
27 <- 60
27 <- 30
26 <- 26
26 <- 53
26 <- 22
25 <- 7
25 <- 39
25 <- 52
24 <- 6
24 <- 53
24 <- 24
49 <- 22
49 <- 33
49 <- 19
48 <- 51
48 <- 48
48 <- 19
45 <- 29
45 <- 6
45 <- 45
44 <- 15
44 <- 42
44 <- 53
47 <- 64
47 <- 17
47 <- 49
46 <- 56
46 <- 46
46 <- 37
41 <- 2
41 <- 61
41 <- 30
28 <- 29
28 <- 61
28 <- 19
43 <- 7
43 <- 43
40 <- 40
40 <- 25
40 <- 41
16 <- 16
16 <- 15
16 <- 44
42 <- 42
42 <- 34
42 <- 33
18 <- 58
18 <- 62
18 <- 33
8 <- 4
8 <- 25
8 <- 22
9 <- 9
9 <- 46
9 <- 19
19 <- 60
19 <- 18
19 <- 11
1 <- 7
1 <- 55
1 <- 1
2 <- 2
2 <- 18
2 <- 47
3 <- 3
3 <- 57
4 <- 14
4 <- 3
4 <- 4
5 <- 5
5 <- 26
5 <- 55
6 <- 42
6 <- 23
6 <- 28
7 <- 12
7 <- 53
7 <- 63
12 <- 12
12 <- 50
12 <- 33
13 <- 50
13 <- 52
13 <- 33
10 <- 55
10 <- 53
10 <- 39
11 <- 32
11 <- 41
11 <- 11
38 <- 12
38 <- 3
38 <- 38
39 <- 47
39 <- 39
39 <- 41
14 <- 16
14 <- 10
14 <- 49
15 <- 29
15 <- 2
15 <- 53
34 <- 34
34 <- 44
34 <- 61
35 <- 4
35 <- 35
35 <- 26
36 <- 2
36 <- 3
36 <- 36
37 <- 59
37 <- 55
37 <- 37
30 <- 4
30 <- 27
30 <- 30
31 <- 26
31 <- 57
31 <- 31
32 <- 32
32 <- 22
32 <- 53
33 <- 57
33 <- 34
33 <- 33
