58 <- 16
58 <- 58
58 <- 62
59 <- 46
59 <- 41
59 <- 11
56 <- 2
56 <- 56
56 <- 43
57 <- 57
57 <- 22
57 <- 52
54 <- 43
54 <- 54
54 <- 11
55 <- 55
55 <- 28
55 <- 45
52 <- 27
52 <- 48
52 <- 52
53 <- 59
53 <- 55
53 <- 53
50 <- 50
50 <- 55
50 <- 53
51 <- 2
51 <- 51
51 <- 31
17 <- 12
17 <- 17
17 <- 9
29 <- 17
29 <- 62
29 <- 9
64 <- 64
64 <- 23
64 <- 22
63 <- 63
63 <- 6
63 <- 31
62 <- 53
62 <- 18
62 <- 24
61 <- 17
61 <- 61
61 <- 41
60 <- 40
60 <- 60
60 <- 39
23 <- 34
23 <- 41
23 <- 61
22 <- 16
22 <- 4
22 <- 22
21 <- 21
21 <- 51
21 <- 54
20 <- 4
20 <- 20
20 <- 11
27 <- 64
27 <- 44
27 <- 52
26 <- 51
26 <- 18
26 <- 54
25 <- 10
25 <- 33
25 <- 19
24 <- 58
24 <- 56
24 <- 34
49 <- 2
49 <- 49
49 <- 54
48 <- 6
48 <- 48
48 <- 31
45 <- 15
45 <- 1
45 <- 45
44 <- 6
44 <- 64
44 <- 44
47 <- 2
47 <- 35
47 <- 47
46 <- 55
46 <- 47
46 <- 11
41 <- 49
41 <- 41
28 <- 4
28 <- 40
28 <- 56
43 <- 43
43 <- 15
43 <- 54
40 <- 14
40 <- 40
40 <- 10
16 <- 16
16 <- 55
16 <- 9
42 <- 42
42 <- 34
42 <- 9
18 <- 21
18 <- 18
18 <- 34
8 <- 35
8 <- 27
8 <- 52
9 <- 28
9 <- 48
9 <- 52
19 <- 14
19 <- 36
19 <- 62
1 <- 6
1 <- 1
1 <- 54
2 <- 2
2 <- 26
2 <- 6
3 <- 42
3 <- 32
3 <- 52
4 <- 4
4 <- 18
4 <- 44
5 <- 5
5 <- 1
6 <- 29
6 <- 6
6 <- 58
7 <- 50
7 <- 2
7 <- 31
12 <- 42
12 <- 36
12 <- 9
13 <- 28
13 <- 48
13 <- 33
10 <- 15
10 <- 44
10 <- 20
11 <- 11
11 <- 19
38 <- 53
38 <- 1
38 <- 34
39 <- 14
39 <- 61
39 <- 1
14 <- 32
14 <- 62
14 <- 52
15 <- 7
15 <- 15
15 <- 17
34 <- 40
34 <- 50
34 <- 34
35 <- 50
35 <- 35
35 <- 54
36 <- 6
36 <- 36
36 <- 47
37 <- 63
37 <- 36
37 <- 37
30 <- 18
30 <- 22
30 <- 30
31 <- 35
31 <- 56
31 <- 39
32 <- 16
32 <- 56
32 <- 32
33 <- 26
33 <- 49
33 <- 33
