58 <- 16
58 <- 26
58 <- 58
59 <- 56
59 <- 36
59 <- 57
56 <- 56
56 <- 54
56 <- 52
57 <- 43
57 <- 57
57 <- 11
54 <- 51
54 <- 8
54 <- 54
55 <- 55
55 <- 18
55 <- 24
52 <- 43
52 <- 17
52 <- 52
53 <- 53
53 <- 1
53 <- 24
50 <- 50
50 <- 28
50 <- 46
51 <- 51
51 <- 23
51 <- 11
29 <- 14
29 <- 15
29 <- 29
64 <- 57
64 <- 11
63 <- 17
63 <- 53
63 <- 63
62 <- 34
62 <- 62
62 <- 61
61 <- 36
61 <- 61
61 <- 62
60 <- 21
60 <- 10
60 <- 41
23 <- 42
23 <- 23
23 <- 32
22 <- 40
22 <- 22
22 <- 24
21 <- 21
21 <- 3
20 <- 40
20 <- 56
27 <- 27
27 <- 32
27 <- 45
26 <- 48
26 <- 33
26 <- 20
25 <- 25
25 <- 18
25 <- 61
24 <- 12
24 <- 51
24 <- 24
49 <- 36
49 <- 53
49 <- 19
48 <- 43
48 <- 58
48 <- 48
45 <- 42
45 <- 45
45 <- 11
44 <- 51
44 <- 1
47 <- 42
47 <- 59
47 <- 47
46 <- 50
46 <- 46
46 <- 1
41 <- 22
41 <- 41
28 <- 35
28 <- 18
28 <- 28
43 <- 16
43 <- 10
43 <- 22
40 <- 40
40 <- 9
40 <- 11
16 <- 16
16 <- 14
16 <- 22
42 <- 25
42 <- 47
42 <- 11
18 <- 15
18 <- 18
18 <- 28
8 <- 58
8 <- 34
8 <- 30
9 <- 25
9 <- 31
9 <- 8
19 <- 58
19 <- 43
19 <- 64
1 <- 38
1 <- 1
1 <- 45
2 <- 2
2 <- 61
2 <- 62
3 <- 64
3 <- 35
3 <- 51
4 <- 4
4 <- 3
4 <- 36
5 <- 35
5 <- 36
5 <- 53
6 <- 50
6 <- 56
6 <- 1
7 <- 40
7 <- 51
7 <- 37
12 <- 12
12 <- 35
12 <- 7
13 <- 17
13 <- 62
13 <- 45
10 <- 51
10 <- 10
10 <- 53
11 <- 43
11 <- 57
11 <- 11
38 <- 14
38 <- 50
38 <- 38
17 <- 17
17 <- 63
17 <- 52
14 <- 40
14 <- 58
14 <- 37
15 <- 40
15 <- 50
15 <- 8
34 <- 16
34 <- 56
34 <- 55
35 <- 40
35 <- 35
35 <- 7
36 <- 56
36 <- 25
36 <- 36
37 <- 56
37 <- 57
37 <- 45
30 <- 51
30 <- 53
30 <- 30
31 <- 4
31 <- 31
31 <- 62
32 <- 64
32 <- 27
32 <- 47
33 <- 58
33 <- 1
33 <- 33
