Accuracy	Precision	Recall	F1	MCC	BM
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8455882352941176	0.6666666666666666	0.09090909090909091	0.16	0.20592876097092472	0.0821371610845294
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8382352941176471	0.0	0.0	0.0	0.0	0.0
0.8088235294117647	0.16666666666666666	0.045454545454545456	0.07142857142857144	0.0028598873312381734	0.0015948963317384823
0.8308823529411765	0.3333333333333333	0.045454545454545456	0.08	0.06997579256293558	0.027910685805422553
