CG10147	CG3995	1
ken	CG3995	1
ken	Clamp	1
ken	pan	1
ken	fkh	1
ken	CG4730	1
ken	mod(mdg4)	1
fkh	pan	1
fkh	CG4730	1
CG4730	ash1	1
CG4730	mxc	1
CG4730	stau	1
CG4730	e(y)3	1
CG4730	CG42232	1
CG4730	Ulp1	1
CG4730	CG1677	1
CG4730	CG31510	1
CG4730	pygo	1
CG4730	Ge-1	1
CHES-1-like	CG10147	1
CHES-1-like	Clamp	1
CHES-1-like	CG4730	1
CHES-1-like	hng2	1
CHES-1-like	l(3)L1231	1
hng2	CG4730	1
Mef2	pan	1
Mef2	CHES-1-like	1
Mef2	Dl	1
Mef2	Smox	1
Mef2	fs(1)h	1
Mef2	E(bx)	1
Mef2	osa	1
Mef2	Su(Tpl)	1
Mef2	stau	1
Mef2	Sin3A	1
Mef2	skd	1
Mef2	CG31635	1
Mef2	l(3)L1231	1
Mef2	dikar	1
Dl	CHES-1-like	1
Dl	Smox	1
Dl	fs(1)h	1
Dl	Su(Tpl)	1
Dl	CG31510	1
Dl	l(3)L1231	1
Dl	fwd	1
fs(1)h	Smr	1
fs(1)h	CG2926	1
fs(1)h	e(y)3	1
fs(1)h	CG42232	1
fs(1)h	Ulp1	1
fs(1)h	CG1677	1
fs(1)h	CG31635	1
fs(1)h	brm	1
fs(1)h	Ge-1	1
E(bx)	Dl	1
E(bx)	fs(1)h	1
E(bx)	osa	1
E(bx)	Smr	1
E(bx)	ash1	1
E(bx)	CG2926	1
E(bx)	Su(Tpl)	1
E(bx)	stau	1
E(bx)	Ulp1	1
E(bx)	Sin3A	1
E(bx)	skd	1
E(bx)	CG31635	1
E(bx)	CG31510	1
E(bx)	l(3)L1231	1
E(bx)	dikar	1
osa	fs(1)h	1
osa	E(bx)	1
osa	Smr	1
osa	chif	1
osa	ash1	1
osa	mxc	1
osa	CG2926	1
osa	Su(Tpl)	1
osa	stau	1
osa	e(y)3	1
osa	CG42232	1
osa	Sin3A	1
osa	skd	1
osa	CG1677	1
osa	CG31635	1
osa	brm	1
osa	pygo	1
osa	fwd	1
mod(mdg4)	fs(1)h	1
mod(mdg4)	E(bx)	1
mod(mdg4)	osa	1
mod(mdg4)	Smr	1
mod(mdg4)	chif	1
mod(mdg4)	ash1	1
mod(mdg4)	mxc	1
mod(mdg4)	CG2926	1
mod(mdg4)	Su(Tpl)	1
mod(mdg4)	stau	1
mod(mdg4)	e(y)3	1
mod(mdg4)	CG42232	1
mod(mdg4)	Ulp1	1
mod(mdg4)	Sin3A	1
mod(mdg4)	skd	1
mod(mdg4)	CG1677	1
mod(mdg4)	brm	1
mod(mdg4)	pygo	1
mod(mdg4)	fwd	1
chif	Mef2	1
chif	fs(1)h	1
chif	osa	1
chif	Smr	1
chif	mod(mdg4)	1
chif	ash1	1
chif	mxc	1
chif	CG2926	1
chif	e(y)3	1
chif	CG42232	1
chif	Ulp1	1
chif	Sin3A	1
chif	CG1677	1
chif	brm	1
chif	CG31510	1
chif	pygo	1
chif	Ge-1	1
chif	dikar	1
ash1	mod(mdg4)	1
ash1	CG2926	1
ash1	skd	1
ash1	Ge-1	1
ash1	fwd	1
mxc	fs(1)h	1
mxc	E(bx)	1
mxc	osa	1
mxc	Smr	1
mxc	chif	1
mxc	ash1	1
mxc	CG2926	1
mxc	Su(Tpl)	1
mxc	stau	1
mxc	e(y)3	1
mxc	CG42232	1
mxc	Ulp1	1
mxc	Sin3A	1
mxc	skd	1
mxc	CG1677	1
mxc	CG31635	1
mxc	brm	1
mxc	CG31510	1
mxc	pygo	1
mxc	l(3)L1231	1
mxc	Ge-1	1
mxc	fwd	1
mxc	dikar	1
CG3995	CG10147	0
CG3995	ken	0
CG3995	Clamp	0
CG3995	pan	0
CG3995	fkh	0
CG3995	CG4730	0
CG3995	CHES-1-like	0
CG3995	hng2	0
CG3995	Mef2	0
CG3995	Dl	0
CG3995	Smox	0
CG3995	fs(1)h	0
CG3995	E(bx)	0
CG3995	osa	0
CG3995	Smr	0
CG3995	mod(mdg4)	0
CG3995	chif	0
CG3995	ash1	0
CG3995	mxc	0
CG3995	CG2926	0
CG3995	Su(Tpl)	0
CG3995	stau	0
CG3995	e(y)3	0
CG3995	CG42232	0
CG3995	Ulp1	0
CG3995	Sin3A	0
CG3995	skd	0
CG3995	CG1677	0
CG3995	CG31635	0
CG3995	brm	0
CG3995	CG31510	0
CG3995	pygo	0
CG3995	l(3)L1231	0
CG3995	Ge-1	0
CG3995	fwd	0
CG3995	dikar	0
CG10147	ken	0
CG10147	Clamp	0
CG10147	pan	0
CG10147	fkh	0
CG10147	CG4730	0
CG10147	CHES-1-like	0
CG10147	hng2	0
CG10147	Mef2	0
CG10147	Dl	0
CG10147	Smox	0
CG10147	fs(1)h	0
CG10147	E(bx)	0
CG10147	osa	0
CG10147	Smr	0
CG10147	mod(mdg4)	0
CG10147	chif	0
CG10147	ash1	0
CG10147	mxc	0
CG10147	CG2926	0
CG10147	Su(Tpl)	0
CG10147	stau	0
CG10147	e(y)3	0
CG10147	CG42232	0
CG10147	Ulp1	0
CG10147	Sin3A	0
CG10147	skd	0
CG10147	CG1677	0
CG10147	CG31635	0
CG10147	brm	0
CG10147	CG31510	0
CG10147	pygo	0
CG10147	l(3)L1231	0
CG10147	Ge-1	0
CG10147	fwd	0
CG10147	dikar	0
ken	CG10147	0
ken	CHES-1-like	0
ken	hng2	0
ken	Mef2	0
ken	Dl	0
ken	Smox	0
ken	fs(1)h	0
ken	E(bx)	0
ken	osa	0
ken	Smr	0
ken	chif	0
ken	ash1	0
ken	mxc	0
ken	CG2926	0
ken	Su(Tpl)	0
ken	stau	0
ken	e(y)3	0
ken	CG42232	0
ken	Ulp1	0
ken	Sin3A	0
ken	skd	0
ken	CG1677	0
ken	CG31635	0
ken	brm	0
ken	CG31510	0
ken	pygo	0
ken	l(3)L1231	0
ken	Ge-1	0
ken	fwd	0
ken	dikar	0
Clamp	CG3995	0
Clamp	CG10147	0
Clamp	ken	0
Clamp	pan	0
Clamp	fkh	0
Clamp	CG4730	0
Clamp	CHES-1-like	0
Clamp	hng2	0
Clamp	Mef2	0
Clamp	Dl	0
Clamp	Smox	0
Clamp	fs(1)h	0
Clamp	E(bx)	0
Clamp	osa	0
Clamp	Smr	0
Clamp	mod(mdg4)	0
Clamp	chif	0
Clamp	ash1	0
Clamp	mxc	0
Clamp	CG2926	0
Clamp	Su(Tpl)	0
Clamp	stau	0
Clamp	e(y)3	0
Clamp	CG42232	0
Clamp	Ulp1	0
Clamp	Sin3A	0
Clamp	skd	0
Clamp	CG1677	0
Clamp	CG31635	0
Clamp	brm	0
Clamp	CG31510	0
Clamp	pygo	0
Clamp	l(3)L1231	0
Clamp	Ge-1	0
Clamp	fwd	0
Clamp	dikar	0
pan	CG3995	0
pan	CG10147	0
pan	ken	0
pan	Clamp	0
pan	fkh	0
pan	CG4730	0
pan	CHES-1-like	0
pan	hng2	0
pan	Mef2	0
pan	Dl	0
pan	Smox	0
pan	fs(1)h	0
pan	E(bx)	0
pan	osa	0
pan	Smr	0
pan	mod(mdg4)	0
pan	chif	0
pan	ash1	0
pan	mxc	0
pan	CG2926	0
pan	Su(Tpl)	0
pan	stau	0
