Accuracy	Precision	Recall	F1	MCC	BM
0.34558823529411764	0.22321428571428573	0.9259259259259259	0.3597122302158274	0.1336835844294971	0.12776078831124704
0.34558823529411764	0.22807017543859648	0.9629629629629629	0.3687943262411348	0.16858020626346157	0.15562351342167857
0.35294117647058826	0.23478260869565218	1.0	0.38028169014084506	0.21268132647093768	0.19266055045871555
0.3161764705882353	0.22033898305084745	0.9629629629629629	0.3586206896551724	0.1399895627672856	0.11892626571525655
0.35294117647058826	0.23008849557522124	0.9629629629629629	0.37142857142857144	0.17536522137306756	0.16479782534828402
0.3161764705882353	0.21551724137931033	0.9259259259259259	0.34965034965034963	0.10256417016142723	0.09106354060482502
0.3382352941176471	0.23076923076923078	1.0	0.375	0.20056377842635223	0.17431192660550465
0.33088235294117646	0.22413793103448276	0.9629629629629629	0.36363636363636365	0.15461165949707686	0.13727488956846745
0.3382352941176471	0.23076923076923078	1.0	0.375	0.20056377842635223	0.17431192660550465
0.3161764705882353	0.225	1.0	0.36734693877551017	0.1817347598446148	0.14678899082568808
