3 <- 1
4 <- 1
6 <- 1
7 <- 1
8 <- 1
12 <- 1
14 <- 1
16 <- 1
17 <- 1
18 <- 1
20 <- 1
22 <- 1
23 <- 1
24 <- 1
25 <- 1
26 <- 1
28 <- 1
29 <- 1
31 <- 1
1 <- 2
3 <- 2
7 <- 2
8 <- 2
11 <- 2
12 <- 2
16 <- 2
17 <- 2
18 <- 2
20 <- 2
22 <- 2
23 <- 2
24 <- 2
25 <- 2
27 <- 2
28 <- 2
29 <- 2
32 <- 2
2 <- 3
4 <- 3
6 <- 3
7 <- 3
8 <- 3
9 <- 3
12 <- 3
17 <- 3
18 <- 3
20 <- 3
22 <- 3
23 <- 3
24 <- 3
25 <- 3
26 <- 3
28 <- 3
31 <- 3
32 <- 3
1 <- 4
3 <- 4
7 <- 4
9 <- 4
10 <- 4
12 <- 4
16 <- 4
17 <- 4
20 <- 4
23 <- 4
25 <- 4
26 <- 4
27 <- 4
28 <- 4
29 <- 4
31 <- 4
2 <- 5
3 <- 5
8 <- 5
9 <- 5
12 <- 5
13 <- 5
14 <- 5
17 <- 5
18 <- 5
19 <- 5
20 <- 5
21 <- 5
22 <- 5
23 <- 5
25 <- 5
26 <- 5
27 <- 5
28 <- 5
29 <- 5
31 <- 5
32 <- 5
3 <- 6
12 <- 6
14 <- 6
16 <- 6
17 <- 6
22 <- 6
23 <- 6
24 <- 6
26 <- 6
29 <- 6
31 <- 6
1 <- 7
2 <- 7
3 <- 7
6 <- 7
8 <- 7
10 <- 7
11 <- 7
12 <- 7
13 <- 7
14 <- 7
15 <- 7
17 <- 7
18 <- 7
20 <- 7
23 <- 7
25 <- 7
26 <- 7
27 <- 7
29 <- 7
32 <- 7
2 <- 8
3 <- 8
4 <- 8
6 <- 8
7 <- 8
10 <- 8
11 <- 8
12 <- 8
14 <- 8
15 <- 8
16 <- 8
18 <- 8
20 <- 8
21 <- 8
25 <- 8
26 <- 8
27 <- 8
28 <- 8
30 <- 8
32 <- 8
2 <- 9
3 <- 9
4 <- 9
5 <- 9
6 <- 9
12 <- 9
13 <- 9
16 <- 9
17 <- 9
18 <- 9
20 <- 9
21 <- 9
22 <- 9
23 <- 9
25 <- 9
26 <- 9
27 <- 9
28 <- 9
29 <- 9
31 <- 9
32 <- 9
2 <- 10
3 <- 10
4 <- 10
8 <- 10
12 <- 10
14 <- 10
16 <- 10
17 <- 10
18 <- 10
20 <- 10
22 <- 10
23 <- 10
25 <- 10
26 <- 10
27 <- 10
28 <- 10
29 <- 10
31 <- 10
1 <- 11
2 <- 11
3 <- 11
7 <- 11
8 <- 11
12 <- 11
14 <- 11
15 <- 11
16 <- 11
17 <- 11
18 <- 11
22 <- 11
23 <- 11
24 <- 11
25 <- 11
26 <- 11
27 <- 11
28 <- 11
29 <- 11
30 <- 11
31 <- 11
2 <- 12
4 <- 12
5 <- 12
7 <- 12
8 <- 12
9 <- 12
10 <- 12
11 <- 12
13 <- 12
14 <- 12
15 <- 12
16 <- 12
17 <- 12
18 <- 12
20 <- 12
