1 <- 1
1 <- 37
1 <- 4
1 <- 2
1 <- 21
1 <- 13
1 <- 29
1 <- 12
1 <- 3
1 <- 17
2 <- 8
2 <- 1
2 <- 33
2 <- 5
2 <- 2
2 <- 49
2 <- 9
2 <- 29
2 <- 59
2 <- 3
3 <- 14
3 <- 1
3 <- 4
3 <- 10
3 <- 13
3 <- 32
3 <- 12
3 <- 3
3 <- 17
3 <- 22
4 <- 12
4 <- 1
4 <- 62
4 <- 31
4 <- 4
4 <- 63
4 <- 29
4 <- 27
4 <- 14
4 <- 22
5 <- 12
5 <- 1
5 <- 5
5 <- 4
5 <- 10
5 <- 13
5 <- 9
5 <- 14
5 <- 17
5 <- 22
6 <- 14
6 <- 4
6 <- 6
6 <- 10
6 <- 63
6 <- 44
6 <- 29
6 <- 36
6 <- 27
6 <- 12
7 <- 1
7 <- 8
7 <- 33
7 <- 4
7 <- 24
7 <- 7
7 <- 10
7 <- 11
7 <- 59
7 <- 12
8 <- 14
8 <- 57
8 <- 8
8 <- 1
8 <- 55
8 <- 13
8 <- 54
8 <- 12
8 <- 35
8 <- 22
9 <- 1
9 <- 62
9 <- 4
9 <- 2
9 <- 3
9 <- 7
9 <- 5
9 <- 63
9 <- 56
9 <- 52
10 <- 10
11 <- 8
11 <- 1
11 <- 4
11 <- 2
11 <- 5
11 <- 55
11 <- 7
11 <- 11
11 <- 19
11 <- 17
12 <- 31
12 <- 62
12 <- 5
12 <- 2
12 <- 4
12 <- 13
12 <- 29
12 <- 27
12 <- 3
12 <- 22
13 <- 43
13 <- 37
13 <- 8
13 <- 5
13 <- 10
13 <- 13
13 <- 11
13 <- 30
13 <- 3
13 <- 23
14 <- 14
14 <- 31
14 <- 62
14 <- 5
14 <- 2
14 <- 4
14 <- 29
14 <- 12
14 <- 3
14 <- 22
15 <- 12
15 <- 15
15 <- 1
15 <- 2
15 <- 63
15 <- 19
15 <- 14
15 <- 35
15 <- 17
15 <- 22
16 <- 1
16 <- 37
16 <- 4
16 <- 5
16 <- 21
16 <- 55
16 <- 13
16 <- 2
16 <- 29
16 <- 3
17 <- 1
17 <- 37
17 <- 4
17 <- 2
17 <- 21
17 <- 13
17 <- 29
17 <- 12
17 <- 3
17 <- 17
18 <- 40
18 <- 18
18 <- 33
18 <- 7
18 <- 5
18 <- 49
18 <- 59
18 <- 53
18 <- 38
18 <- 61
19 <- 1
19 <- 37
19 <- 21
19 <- 2
19 <- 4
19 <- 55
19 <- 13
19 <- 19
19 <- 29
19 <- 3
20 <- 14
20 <- 18
20 <- 24
20 <- 7
20 <- 49
20 <- 53
20 <- 12
20 <- 42
20 <- 3
20 <- 61
21 <- 1
21 <- 8
21 <- 37
21 <- 55
21 <- 13
21 <- 19
21 <- 16
21 <- 29
21 <- 30
21 <- 17
22 <- 58
22 <- 8
22 <- 31
22 <- 5
22 <- 2
22 <- 51
22 <- 4
22 <- 9
22 <- 29
22 <- 3
23 <- 8
23 <- 24
23 <- 33
23 <- 5
23 <- 16
23 <- 59
23 <- 53
23 <- 42
23 <- 23
23 <- 61
24 <- 14
24 <- 1
24 <- 33
24 <- 4
24 <- 10
24 <- 13
24 <- 32
24 <- 12
24 <- 17
24 <- 22
25 <- 15
25 <- 12
25 <- 4
25 <- 6
25 <- 63
25 <- 29
25 <- 27
25 <- 14
25 <- 23
25 <- 22
26 <- 37
26 <- 5
26 <- 60
26 <- 13
26 <- 19
26 <- 16
26 <- 29
26 <- 59
26 <- 3
26 <- 17
27 <- 14
27 <- 10
27 <- 63
27 <- 44
27 <- 9
27 <- 36
27 <- 27
27 <- 12
27 <- 56
27 <- 22
28 <- 14
28 <- 25
28 <- 57
28 <- 4
28 <- 34
28 <- 13
28 <- 9
28 <- 12
28 <- 35
28 <- 22
29 <- 43
29 <- 8
29 <- 5
29 <- 2
29 <- 4
29 <- 10
29 <- 9
29 <- 29
29 <- 3
29 <- 38
30 <- 12
30 <- 1
30 <- 62
30 <- 4
30 <- 13
30 <- 63
30 <- 29
30 <- 47
30 <- 30
30 <- 14
31 <- 14
31 <- 31
31 <- 10
31 <- 63
31 <- 44
31 <- 9
31 <- 29
31 <- 36
31 <- 12
31 <- 52
32 <- 8
32 <- 62
32 <- 1
32 <- 7
32 <- 2
32 <- 3
32 <- 5
32 <- 63
32 <- 56
32 <- 52
33 <- 14
33 <- 1
33 <- 33
33 <- 4
33 <- 10
33 <- 13
33 <- 59
33 <- 12
33 <- 17
33 <- 22
34 <- 1
34 <- 33
34 <- 5
34 <- 49
34 <- 13
34 <- 11
34 <- 59
34 <- 42
34 <- 3
34 <- 17
35 <- 14
35 <- 1
35 <- 31
35 <- 62
35 <- 4
35 <- 13
35 <- 63
35 <- 29
35 <- 12
35 <- 22
36 <- 12
36 <- 62
36 <- 4
36 <- 13
36 <- 63
36 <- 41
36 <- 9
36 <- 14
36 <- 56
36 <- 52
37 <- 19
37 <- 11
38 <- 40
38 <- 18
38 <- 33
38 <- 7
38 <- 5
38 <- 49
38 <- 59
38 <- 53
38 <- 38
38 <- 61
39 <- 18
39 <- 33
39 <- 5
39 <- 7
39 <- 49
39 <- 11
39 <- 59
39 <- 42
39 <- 3
39 <- 17
40 <- 40
40 <- 14
40 <- 1
40 <- 4
40 <- 10
40 <- 13
40 <- 48
40 <- 12
40 <- 56
40 <- 17
41 <- 12
41 <- 1
41 <- 4
41 <- 5
41 <- 10
41 <- 13
41 <- 32
41 <- 14
41 <- 17
41 <- 22
42 <- 4
42 <- 2
42 <- 10
42 <- 44
42 <- 9
42 <- 36
42 <- 46
42 <- 42
42 <- 56
42 <- 52
43 <- 12
43 <- 1
43 <- 62
43 <- 21
43 <- 4
43 <- 13
43 <- 63
43 <- 29
43 <- 47
43 <- 14
44 <- 1
44 <- 62
44 <- 5
44 <- 2
44 <- 3
44 <- 63
44 <- 9
44 <- 14
44 <- 56
44 <- 52
45 <- 14
45 <- 57
45 <- 1
45 <- 45
45 <- 2
45 <- 13
45 <- 54
45 <- 12
45 <- 35
45 <- 22
46 <- 12
46 <- 62
46 <- 4
46 <- 13
46 <- 63
46 <- 29
46 <- 47
46 <- 30
46 <- 14
46 <- 38
47 <- 12
47 <- 1
47 <- 62
47 <- 4
47 <- 6
47 <- 13
47 <- 63
47 <- 29
47 <- 14
47 <- 22
48 <- 8
48 <- 4
48 <- 2
48 <- 51
48 <- 7
48 <- 5
48 <- 13
48 <- 10
48 <- 9
48 <- 48
49 <- 1
49 <- 24
49 <- 33
49 <- 5
49 <- 4
49 <- 10
49 <- 59
49 <- 12
49 <- 42
49 <- 3
50 <- 43
50 <- 1
50 <- 37
50 <- 21
50 <- 60
50 <- 4
50 <- 13
50 <- 44
50 <- 12
50 <- 17
51 <- 58
51 <- 1
51 <- 2
51 <- 51
51 <- 55
51 <- 11
51 <- 16
51 <- 19
51 <- 3
51 <- 17
52 <- 8
52 <- 1
52 <- 7
52 <- 2
52 <- 3
52 <- 10
52 <- 5
52 <- 63
52 <- 56
52 <- 52
53 <- 58
53 <- 64
53 <- 1
53 <- 37
53 <- 51
53 <- 10
53 <- 36
53 <- 53
53 <- 48
53 <- 17
54 <- 14
54 <- 1
54 <- 8
54 <- 45
54 <- 2
54 <- 13
54 <- 29
54 <- 12
54 <- 35
54 <- 22
55 <- 1
55 <- 37
55 <- 4
55 <- 2
55 <- 21
55 <- 55
55 <- 13
55 <- 5
55 <- 19
55 <- 29
56 <- 8
56 <- 62
56 <- 1
56 <- 7
56 <- 2
56 <- 3
56 <- 5
56 <- 63
56 <- 56
56 <- 52
