29 <- 28
29 <- 29
29 <- 18
28 <- 2
28 <- 28
28 <- 8
23 <- 17
23 <- 23
23 <- 32
22 <- 29
22 <- 6
22 <- 22
21 <- 21
21 <- 20
21 <- 18
20 <- 23
20 <- 30
20 <- 20
27 <- 21
27 <- 7
27 <- 27
26 <- 16
26 <- 23
26 <- 3
25 <- 25
25 <- 20
25 <- 22
24 <- 24
24 <- 12
24 <- 21
8 <- 2
8 <- 10
8 <- 22
9 <- 19
9 <- 28
9 <- 8
1 <- 1
1 <- 11
2 <- 14
2 <- 28
2 <- 22
3 <- 10
3 <- 18
3 <- 3
4 <- 17
4 <- 29
4 <- 11
5 <- 12
5 <- 23
5 <- 1
6 <- 7
6 <- 11
6 <- 6
7 <- 21
7 <- 7
7 <- 18
12 <- 12
12 <- 8
12 <- 3
13 <- 17
13 <- 13
13 <- 6
10 <- 10
10 <- 32
10 <- 22
11 <- 2
11 <- 29
11 <- 11
16 <- 19
16 <- 12
16 <- 26
17 <- 17
17 <- 32
17 <- 6
14 <- 14
14 <- 1
15 <- 14
15 <- 10
15 <- 15
18 <- 14
18 <- 13
18 <- 18
19 <- 16
19 <- 17
19 <- 4
30 <- 23
30 <- 30
30 <- 11
31 <- 9
31 <- 32
31 <- 30
32 <- 31
32 <- 10
32 <- 32
