Accuracy	Precision	Recall	F1	MCC	BM
0.7859848484848485	0.10112359550561797	0.21428571428571427	0.13740458015267176	0.03590607318329032	0.04967666078777189
0.7878787878787878	0.09302325581395349	0.19047619047619047	0.125	0.021970921986889196	0.029982363315696592
0.7935606060606061	0.11494252873563218	0.23809523809523808	0.15503875968992248	0.058103037959315394	0.07965902410346848
0.7935606060606061	0.11494252873563218	0.23809523809523808	0.15503875968992248	0.058103037959315394	0.07965902410346848
0.7897727272727273	0.11235955056179775	0.23809523809523808	0.15267175572519082	0.05460272667518113	0.07554379776602005
0.7670454545454546	0.0449438202247191	0.09523809523809523	0.061068702290076333	-0.05757719427616376	-0.07965902410346859
0.7803030303030303	0.07954545454545454	0.16666666666666666	0.10769230769230768	0.0	0.0
0.7784090909090909	0.07865168539325842	0.16666666666666666	0.10687022900763359	-0.0014872338004913149	-0.002057613168724326
0.7859848484848485	0.10989010989010989	0.23809523809523808	0.15037593984962405	0.05117446717405933	0.0714285714285714
0.7859848484848485	0.10112359550561797	0.21428571428571427	0.13740458015267176	0.03590607318329032	0.04967666078777189
