29 <- 12
29 <- 29
29 <- 15
28 <- 29
28 <- 12
28 <- 21
23 <- 17
23 <- 23
23 <- 13
22 <- 24
22 <- 8
22 <- 3
21 <- 16
21 <- 17
21 <- 21
20 <- 24
20 <- 16
20 <- 7
27 <- 32
27 <- 13
27 <- 27
26 <- 26
26 <- 5
25 <- 24
25 <- 25
25 <- 21
24 <- 24
24 <- 2
24 <- 13
8 <- 8
9 <- 6
9 <- 11
9 <- 5
1 <- 28
1 <- 1
1 <- 20
2 <- 23
2 <- 30
2 <- 27
3 <- 26
3 <- 3
3 <- 15
4 <- 4
4 <- 18
4 <- 3
5 <- 10
5 <- 3
5 <- 5
6 <- 31
6 <- 6
6 <- 22
7 <- 2
7 <- 32
7 <- 7
12 <- 2
12 <- 12
12 <- 8
13 <- 17
13 <- 13
13 <- 27
10 <- 10
10 <- 32
10 <- 13
11 <- 17
11 <- 11
11 <- 6
16 <- 16
16 <- 10
16 <- 25
17 <- 17
14 <- 12
14 <- 10
14 <- 16
15 <- 17
15 <- 11
15 <- 15
18 <- 16
18 <- 18
18 <- 22
19 <- 19
19 <- 28
19 <- 20
30 <- 31
30 <- 23
30 <- 30
31 <- 31
31 <- 28
31 <- 30
32 <- 19
32 <- 10
32 <- 32
