Accuracy	Precision	Recall	F1	MCC	BM
0.49242424242424243	0.12274368231046931	0.576271186440678	0.20238095238095236	0.036683171113924544	0.058147519063279196
0.4696969696969697	0.1039426523297491	0.4915254237288136	0.1715976331360947	-0.02620630711854752	-0.0415236167829135
0.48295454545454547	0.11785714285714285	0.559322033898305	0.19469026548672566	0.020622967017854026	0.032669581872718734
0.5018939393939394	0.12773722627737227	0.5932203389830508	0.21021021021021022	0.052730123404905724	0.08362545625383966
0.4659090909090909	0.10320284697508897	0.4915254237288136	0.17058823529411765	-0.028910962548979544	-0.04578800910700731
0.49053030303030304	0.11956521739130435	0.559322033898305	0.19701492537313434	0.025985891018058888	0.04119836652090636
0.49242424242424243	0.11721611721611722	0.5423728813559322	0.19277108433734938	0.017976832103083193	0.028513606302627226
0.4734848484848485	0.10469314079422383	0.4915254237288136	0.17261904761904762	-0.0235054999493202	-0.037259224458819684
0.4943181818181818	0.12043795620437957	0.559322033898305	0.1981981981981982	0.02866659258572662	0.04546275884500006
0.4981060606060606	0.11851851851851852	0.5423728813559322	0.19452887537993918	0.022002547344872676	0.034910194788768
