1 <- 4(+)
1 <- 5(+)
1 <- 7(+)
1 <- 8(-)
1 <- 12(+)
1 <- 16(+)
2 <- 1(+)
2 <- 4(+)
2 <- 7(+)
2 <- 8(-)
2 <- 10(+)
2 <- 16(+)
3 <- 4(+)
3 <- 8(-)
3 <- 9(-)
3 <- 10(+)
3 <- 11(+)
3 <- 13(+)
3 <- 14(+)
3 <- 15(-)
4 <- 2(+)
4 <- 3(+)
4 <- 5(+)
4 <- 12(+)
4 <- 13(+)
4 <- 15(-)
5 <- 1(+)
5 <- 3(+)
5 <- 4(+)
5 <- 12(+)
5 <- 15(-)
6 <- 1(-)
6 <- 12(-)
7 <- 2(+)
7 <- 3(+)
7 <- 4(+)
7 <- 10(+)
7 <- 11(+)
7 <- 12(+)
7 <- 16(+)
8 <- 1(-)
8 <- 2(-)
8 <- 3(-)
8 <- 5(-)
8 <- 6(+)
8 <- 7(-)
8 <- 9(+)
8 <- 10(-)
8 <- 11(-)
8 <- 12(-)
8 <- 13(-)
8 <- 15(+)
8 <- 16(-)
9 <- 3(-)
9 <- 7(-)
9 <- 8(+)
9 <- 11(-)
9 <- 13(-)
9 <- 15(+)
9 <- 16(-)
10 <- 2(+)
10 <- 3(+)
10 <- 4(+)
10 <- 7(+)
10 <- 8(+)
10 <- 11(+)
10 <- 12(+)
10 <- 15(-)
11 <- 2(+)
11 <- 3(+)
11 <- 4(+)
11 <- 5(+)
11 <- 6(-)
11 <- 7(+)
11 <- 8(+)
11 <- 9(-)
11 <- 10(+)
11 <- 13(+)
12 <- 2(+)
12 <- 3(+)
12 <- 4(+)
12 <- 9(-)
12 <- 11(+)
12 <- 13(+)
12 <- 14(+)
12 <- 16(+)
13 <- 2(+)
13 <- 3(+)
13 <- 4(+)
13 <- 6(-)
13 <- 8(-)
13 <- 9(-)
13 <- 10(+)
13 <- 11(+)
13 <- 12(+)
13 <- 15(-)
13 <- 16(+)
14 <- 3(+)
14 <- 7(+)
14 <- 11(+)
14 <- 12(+)
15 <- 2(-)
15 <- 3(-)
15 <- 4(-)
15 <- 5(-)
15 <- 7(-)
15 <- 8(+)
15 <- 9(+)
15 <- 10(-)
15 <- 11(-)
15 <- 12(-)
15 <- 13(-)
16 <- 1(+)
16 <- 2(+)
16 <- 7(+)
16 <- 9(-)
16 <- 12(+)
16 <- 13(+)
