1 <- 2
2 <- 8
2 <- 26
3 <- 13
4 <- 26
4 <- 9
4 <- 20
4 <- 6
5 <- 11
5 <- 24
5 <- 1
5 <- 6
6 <- 18
6 <- 24
6 <- 10
6 <- 27
6 <- 25
6 <- 11
7 <- 2
7 <- 32
7 <- 3
7 <- 15
7 <- 21
7 <- 27
7 <- 25
7 <- 5
8 <- 8
8 <- 20
8 <- 16
8 <- 30
8 <- 6
8 <- 5
9 <- 11
10 <- 1
11 <- 24
11 <- 1
12 <- 23
12 <- 32
13 <- 13
14 <- 2
14 <- 28
14 <- 9
14 <- 21
15 <- 31
15 <- 28
15 <- 20
15 <- 3
15 <- 24
16 <- 21
17 <- 20
17 <- 3
18 <- 24
18 <- 20
18 <- 18
19 <- 32
19 <- 7
19 <- 20
20 <- 24
21 <- 2
22 <- 30
23 <- 23
23 <- 22
23 <- 26
23 <- 15
23 <- 1
23 <- 11
24 <- 8
24 <- 30
24 <- 18
25 <- 25
26 <- 26
27 <- 24
27 <- 30
27 <- 27
28 <- 28
28 <- 21
28 <- 30
28 <- 7
29 <- 18
29 <- 1
29 <- 7
29 <- 13
30 <- 11
30 <- 9
30 <- 24
30 <- 1
31 <- 14
32 <- 32
