1 <- 14
2 <- 29
2 <- 23
2 <- 1
2 <- 5
3 <- 2
3 <- 7
3 <- 1
3 <- 5
4 <- 23
4 <- 7
4 <- 18
5 <- 32
6 <- 23
7 <- 1
7 <- 15
8 <- 24
8 <- 20
8 <- 11
8 <- 15
9 <- 19
9 <- 3
9 <- 30
9 <- 6
9 <- 11
10 <- 31
10 <- 28
10 <- 13
10 <- 22
11 <- 13
11 <- 26
11 <- 3
11 <- 10
11 <- 11
12 <- 29
12 <- 21
13 <- 13
14 <- 2
14 <- 8
14 <- 3
14 <- 26
14 <- 15
14 <- 14
14 <- 25
15 <- 2
15 <- 8
15 <- 18
15 <- 26
15 <- 10
15 <- 29
15 <- 30
15 <- 11
16 <- 29
17 <- 17
17 <- 25
17 <- 21
18 <- 12
19 <- 11
19 <- 6
20 <- 13
20 <- 18
20 <- 10
20 <- 4
20 <- 25
20 <- 11
21 <- 25
21 <- 20
22 <- 17
22 <- 30
22 <- 13
23 <- 16
24 <- 18
25 <- 31
25 <- 7
25 <- 19
25 <- 3
25 <- 9
25 <- 21
25 <- 30
25 <- 17
25 <- 25
25 <- 1
25 <- 11
26 <- 27
27 <- 27
28 <- 31
28 <- 7
28 <- 27
29 <- 24
29 <- 32
29 <- 7
30 <- 30
30 <- 15
31 <- 31
32 <- 2
32 <- 28
32 <- 8
32 <- 23
32 <- 15
32 <- 24
32 <- 14
32 <- 4
32 <- 27
