1 <- 1
2 <- 3
2 <- 18
2 <- 24
2 <- 12
2 <- 29
2 <- 4
2 <- 1
3 <- 2
3 <- 32
3 <- 16
3 <- 3
3 <- 15
4 <- 2
4 <- 23
4 <- 32
4 <- 20
4 <- 18
4 <- 15
4 <- 3
4 <- 14
4 <- 21
4 <- 1
5 <- 25
6 <- 24
7 <- 14
7 <- 13
7 <- 7
7 <- 3
8 <- 15
9 <- 28
10 <- 13
10 <- 16
10 <- 26
10 <- 15
10 <- 14
10 <- 30
10 <- 27
10 <- 25
11 <- 11
12 <- 2
12 <- 9
12 <- 23
12 <- 7
13 <- 31
13 <- 32
13 <- 15
13 <- 29
13 <- 25
14 <- 14
14 <- 16
14 <- 20
15 <- 8
15 <- 29
15 <- 30
15 <- 10
16 <- 16
16 <- 14
17 <- 17
18 <- 28
18 <- 8
18 <- 22
18 <- 15
18 <- 14
19 <- 25
19 <- 20
20 <- 8
20 <- 32
20 <- 7
20 <- 19
20 <- 26
20 <- 29
20 <- 5
21 <- 9
21 <- 21
21 <- 15
22 <- 18
22 <- 5
23 <- 16
24 <- 8
24 <- 25
24 <- 6
25 <- 31
25 <- 19
25 <- 12
25 <- 9
25 <- 25
26 <- 24
27 <- 13
28 <- 10
28 <- 3
28 <- 5
29 <- 2
29 <- 16
29 <- 9
29 <- 29
29 <- 6
29 <- 1
30 <- 23
30 <- 30
31 <- 31
32 <- 12
