1 <- 24
1 <- 16
1 <- 32
1 <- 7
2 <- 26
3 <- 24
3 <- 28
3 <- 30
4 <- 25
5 <- 26
6 <- 8
7 <- 19
7 <- 13
8 <- 22
9 <- 28
9 <- 32
9 <- 26
9 <- 15
9 <- 21
9 <- 27
9 <- 11
9 <- 25
9 <- 1
10 <- 11
11 <- 20
11 <- 18
11 <- 27
12 <- 24
12 <- 12
12 <- 8
13 <- 21
13 <- 15
14 <- 23
15 <- 10
15 <- 29
15 <- 5
16 <- 16
17 <- 14
17 <- 17
18 <- 11
18 <- 22
18 <- 18
18 <- 27
19 <- 25
19 <- 4
20 <- 29
21 <- 21
22 <- 2
22 <- 28
22 <- 16
22 <- 21
22 <- 4
22 <- 25
22 <- 1
23 <- 23
23 <- 27
24 <- 24
24 <- 28
24 <- 8
24 <- 29
25 <- 25
26 <- 9
27 <- 21
28 <- 13
28 <- 20
28 <- 22
28 <- 15
28 <- 14
28 <- 25
29 <- 2
29 <- 7
30 <- 12
30 <- 30
30 <- 26
31 <- 5
32 <- 26
