1 <- 19
2 <- 3
3 <- 24
3 <- 28
3 <- 25
4 <- 25
5 <- 32
5 <- 24
5 <- 6
5 <- 4
5 <- 1
5 <- 5
6 <- 22
6 <- 6
7 <- 19
7 <- 9
7 <- 13
8 <- 14
8 <- 16
9 <- 14
9 <- 28
9 <- 11
10 <- 28
10 <- 10
11 <- 11
12 <- 10
13 <- 8
13 <- 15
13 <- 24
13 <- 21
13 <- 4
14 <- 14
14 <- 29
15 <- 24
15 <- 10
16 <- 31
16 <- 28
16 <- 20
16 <- 14
16 <- 4
17 <- 8
17 <- 22
17 <- 15
17 <- 24
17 <- 10
18 <- 18
18 <- 6
19 <- 13
20 <- 20
20 <- 18
20 <- 24
20 <- 29
20 <- 4
21 <- 32
21 <- 3
21 <- 4
21 <- 21
21 <- 27
22 <- 4
22 <- 30
22 <- 20
22 <- 5
23 <- 17
23 <- 23
24 <- 23
24 <- 13
24 <- 18
24 <- 24
24 <- 6
25 <- 24
25 <- 28
25 <- 25
26 <- 26
27 <- 24
28 <- 2
28 <- 27
28 <- 6
28 <- 4
29 <- 31
29 <- 27
29 <- 6
30 <- 25
30 <- 30
31 <- 21
31 <- 3
32 <- 5
