Accuracy	Precision	Recall	F1	MCC	BM
0.6911764705882353	0.14285714285714285	0.1111111111111111	0.125	-0.05964079525375501	-0.05402650356778804
0.7058823529411765	0.21739130434782608	0.18518518518518517	0.19999999999999998	0.021333088785589663	0.02004757050628614
0.6470588235294118	0.13793103448275862	0.14814814814814814	0.14285714285714285	-0.07908823473417435	-0.08120965001698943
0.6764705882352942	0.13043478260869565	0.1111111111111111	0.12	-0.07701606629373896	-0.07237512742099894
0.6911764705882353	0.2413793103448276	0.25925925925925924	0.25	0.05592431661119442	0.05742439687393808
0.6911764705882353	0.2413793103448276	0.25925925925925924	0.25	0.05592431661119442	0.05742439687393808
0.6911764705882353	0.17391304347826086	0.14814814814814814	0.15999999999999998	-0.027841488754074644	-0.0261637784573564
0.6397058823529411	0.07692307692307693	0.07407407407407407	0.07547169811320754	-0.148214368506293	-0.14610941216445805
0.7132352941176471	0.16666666666666666	0.1111111111111111	0.13333333333333333	-0.031197673988137935	-0.02650356778797147
0.6838235294117647	0.19230769230769232	0.18518518518518517	0.18867924528301885	-0.007583060714275455	-0.007475365273530432
