Accuracy	Precision	Recall	F1	MCC	BM
0.8596153846153847	0.06372549019607843	0.11403508771929824	0.08176100628930817	0.012920384692828414	0.016883510913601407
0.8740384615384615	0.09782608695652174	0.15789473684210525	0.1208053691275168	0.058879362207791074	0.07345933501097601
0.8673076923076923	0.05	0.07894736842105263	0.061224489795918366	-0.006501525491027024	-0.008031268404990022
0.8754807692307692	0.10382513661202186	0.16666666666666666	0.12794612794612795	0.0668900770194449	0.0832485588335028
0.8673076923076923	0.05	0.07894736842105263	0.061224489795918366	-0.006501525491027024	-0.008031268404990022
0.8620192307692308	0.05641025641025641	0.09649122807017543	0.07119741100323625	0.00226462444694252	0.0029001802573576096
0.8697115384615385	0.08465608465608465	0.14035087719298245	0.10561056105610561	0.041459612145606055	0.05235494636897431
0.8538461538461538	0.07207207207207207	0.14035087719298245	0.09523809523809525	0.026219461362971142	0.03556959540254501
0.8701923076923077	0.08064516129032258	0.13157894736842105	0.09999999999999999	0.035574237944726195	0.04460031054237845
0.8653846153846154	0.06315789473684211	0.10526315789473684	0.07894736842105263	0.011632205201778371	0.014723992075815318
