1 <- 60
2 <- 31
2 <- 2
2 <- 27
2 <- 46
2 <- 22
3 <- 57
3 <- 45
3 <- 33
3 <- 21
3 <- 60
3 <- 6
3 <- 51
3 <- 13
3 <- 47
3 <- 23
3 <- 61
4 <- 34
5 <- 2
5 <- 6
6 <- 31
7 <- 18
7 <- 53
7 <- 22
7 <- 39
8 <- 15
8 <- 37
8 <- 13
8 <- 19
8 <- 3
8 <- 28
9 <- 18
10 <- 38
11 <- 25
11 <- 10
12 <- 40
12 <- 8
12 <- 4
12 <- 49
12 <- 16
12 <- 59
12 <- 30
13 <- 62
13 <- 2
13 <- 13
13 <- 11
13 <- 30
13 <- 42
13 <- 61
14 <- 41
15 <- 44
16 <- 34
17 <- 25
17 <- 57
17 <- 36
17 <- 46
17 <- 35
17 <- 56
17 <- 61
18 <- 40
18 <- 8
18 <- 4
18 <- 49
18 <- 34
18 <- 16
18 <- 56
19 <- 57
19 <- 27
19 <- 31
19 <- 62
20 <- 46
21 <- 10
21 <- 47
22 <- 13
22 <- 22
22 <- 24
22 <- 9
23 <- 43
23 <- 23
24 <- 29
24 <- 39
25 <- 25
26 <- 31
26 <- 55
26 <- 59
26 <- 30
26 <- 3
26 <- 23
27 <- 38
27 <- 18
28 <- 16
28 <- 42
28 <- 51
29 <- 40
29 <- 63
29 <- 36
29 <- 27
29 <- 47
29 <- 17
30 <- 35
30 <- 34
30 <- 62
31 <- 31
31 <- 59
31 <- 46
31 <- 30
31 <- 3
31 <- 23
32 <- 44
33 <- 36
34 <- 38
34 <- 18
35 <- 38
36 <- 6
36 <- 50
36 <- 36
36 <- 53
36 <- 52
37 <- 8
37 <- 37
37 <- 5
37 <- 60
37 <- 26
37 <- 10
37 <- 44
37 <- 20
37 <- 11
38 <- 38
39 <- 60
39 <- 44
40 <- 58
40 <- 20
41 <- 41
42 <- 15
42 <- 4
42 <- 60
42 <- 34
42 <- 56
42 <- 17
43 <- 38
44 <- 34
44 <- 9
45 <- 60
45 <- 26
45 <- 24
45 <- 20
46 <- 46
46 <- 44
47 <- 1
48 <- 34
48 <- 9
49 <- 13
50 <- 50
51 <- 43
51 <- 33
51 <- 10
51 <- 13
51 <- 47
52 <- 5
52 <- 31
52 <- 45
53 <- 1
54 <- 14
54 <- 59
55 <- 40
55 <- 55
55 <- 48
56 <- 31
56 <- 55
56 <- 59
56 <- 30
56 <- 3
56 <- 23
57 <- 51
58 <- 25
58 <- 8
58 <- 32
58 <- 16
58 <- 35
59 <- 34
59 <- 37
60 <- 14
60 <- 26
60 <- 34
61 <- 61
62 <- 33
62 <- 49
62 <- 32
62 <- 16
62 <- 56
63 <- 63
64 <- 25
64 <- 18
64 <- 8
