fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
0.0	0.0	-0.2522922868374735	0.0	0.0	-0.42812381871044636	0.0	-0.6686143763363361	0.0	0.0	0.0	0.0	0.02371394989967457	0.0	0.3148299241431794	0.0	0.24413286553365682	-0.2790735867813994	0.0	0.9090834027820821	0.0	0.0	0.0	0.0	0.8658661665439684	0.16145298504079408	0.0	-0.855830047512427	0.0	-0.31466880859807134	0.016441779900978188	0.0
0.44834804765121145	0.0	0.0	-0.4431450981646776	-0.2771012100856751	0.0	0.0	0.0	-0.12224138837453835	0.1692549024438601	0.0	0.0	-0.07418130029037484	0.0	0.0	0.4838155059666585	0.0	0.0	0.0	0.0	0.0	0.0	-0.10735532152466476	0.0	0.13335386594273932	-0.19631165135843032	0.0	0.0	-0.6415893926750869	0.0	0.794613385098691	0.226284004459242
0.3049244684836368	-0.32669688846908634	0.0	0.0	0.0	0.0	0.5192214914805059	-0.9976195362396538	-0.06834749651287608	0.0	0.0	0.0	0.0	0.0	0.5125510420177868	0.0	0.0	0.0	0.0	0.0	0.0	-0.19660153426229954	0.0	-0.0630721507022843	0.0	0.0	-0.28819429129362106	0.0	0.0	0.0	0.0	0.0
-0.020316611070324963	0.0	-0.5256378478370607	0.0	-0.0791889673564583	0.0	0.0	0.0	0.0	0.10736555202958398	0.0	0.0	0.0	0.0	0.0	0.0	0.5350907545876274	0.0	0.1271545382181306	0.0	0.0	0.0	-0.042618218809366226	0.0	0.4421457205943842	0.0	0.0	0.0	-0.1754439794458449	0.0	0.6300428439776253	0.0
0.03731584406630199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11405651287960894	0.3736365632349741	0.4243122257490629	0.0	0.0	0.5409164735065273	0.0	0.0	0.0	0.0581802352323364	0.36538192750533416	0.5002538755735005	0.3665105571694443	-0.46522246138192713	0.0	0.0	0.8143720473207612	0.0	0.0	0.0	0.0	0.0	0.7944952931633991	0.0
0.5043993033206562	0.0	0.0	-0.5092347257304937	0.0	0.0	0.0	0.0	-0.42168648384657614	0.0	0.0	0.0	0.14089066960804275	0.0	0.02410440519384953	0.6419164127261591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6156028404411007	0.0	0.0	-0.9957230216823518	-0.5704412986524403	0.0	0.6139637373766702	0.0
0.0	0.0	-0.2596809472888708	0.0	0.0	-0.032006756868213415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2369003435166429	0.0	0.0	-0.5530670420266688	0.0	0.5752547707979813	0.0	0.0	-0.0775995496660471	0.0	0.0	0.0	0.0	0.0
0.806543277317519	0.0	0.0	0.0	-0.42732952046208084	-0.8018002633471042	0.0	0.0	-0.34756836115528755	0.0	0.0	0.0	0.0	0.0	0.1882884611834577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3921057088300586	0.43112461349119097	0.6246243703689505	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.07597682617597407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11201741636851667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8224810707116122	0.8893391940932491	-0.014651642879471183	0.0	0.0	0.11949625076242573	0.0	-0.7754220904316753	0.0	0.0	-0.4557882468216121	-0.01992539317283513	-0.005388875314881452
0.9753112548234413	0.47732448305941994	-0.5165386644657701	0.0	-0.9467899203300476	0.0	0.2855275704732899	-0.3552129389718175	0.08168964104580767	-0.21902102821412273	0.0	0.5262389893357043	-0.4443728268896032	0.0	0.4381296152707926	0.47244693814415745	0.8220466720745484	-0.37443795693189097	0.23432123176400854	0.0	0.0	0.0	0.0	0.7004964147799894	0.0	0.0	0.0	0.0	-0.5092547612730414	-0.18898985791020095	0.0	0.8001829170995305
