bglJ	bglG	+
bglJ	bglF	+
bglJ	bglB	+
bolA	ampC	-
cadC	cadB	+
cadC	cadA	+
cadC	cadC	+
cspA	hns	+
hns	yciG	-
hns	gspB	-
hns	gspO	-
hns	stpA	-
hns	smtA	+
hns	cadB	-
hns	hns	-
hns	leuO	-
hns	nhaA	-
hns	osmC	-
hns	proV	-
hns	proW	-
hns	nhaR	-
hns	yciF	-
hns	hlyE	+
hns	yjjQ	-
hns	bglJ	-
hns	bglB	-
hns	bglF	-
hns	bglG	-
hns	bolA	-
hns	cadA	-
leuO	bglB	+
leuO	bglJ	+
leuO	bglF	+
leuO	bglG	+
leuO	cadC	-
leuO	leuO	+
leuO	leuA	+
leuO	leuL	+
leuO	leuC	+
leuO	yjjQ	+
nhaR	pgaB	+
nhaR	pgaA	+
nhaR	nhaA	+
nhaR	pgaC	+
nhaR	nhaR	+
nhaR	osmC	+
slyA	hlyE	+
stpA	bglB	-
stpA	bglF	-
stpA	bglG	-
stpA	stpA	-
