baeR	mdtC	+
baeR	mdtB	+
baeR	mdtA	+
baeR	spy	+
baeR	mdtD	+
baeR	baeR	+
baeR	baeS	+
cpxR	cpxR	+
cpxR	ompF	-
cpxR	csgA	-
cpxR	baeS	+
cpxR	baeR	+
cpxR	mdtD	+
cpxR	csgG	-
cpxR	csgF	-
cpxR	csgE	-
cpxR	csgD	-
cpxR	csgB	-
cpxR	csgC	-
cpxR	spy	+
cpxR	mdtA	+
cpxR	mdtB	+
cpxR	mdtC	+
csgD	csgF	+
csgD	csgG	+
csgD	csgD	+
csgD	csgB	+
csgD	csgC	+
csgD	csgE	+
csgD	csgA	+
hdfR	flhC	-
ompR	csgD	+
ompR	csgF	+
ompR	csgG	+
ompR	sra	-
ompR	ompF	-
ompR	flhC	-
ompR	bolA	-
ompR	csgE	+
rcsA	osmB	+
rcsA	rcsA	+
rcsA	sra	+
rcsA	rprA	+
rcsA	csgG	-
rcsA	csgF	-
rcsA	csgE	-
rcsA	csgD	-
rcsA	bdm	+
rcsA	wcaB	+
rcsA	wcaA	+
rcsA	wzc	+
rcsB	wza	+
rcsA	wza	+
rcsB	flhC	-
rcsB	osmB	+
rcsB	rcsA	+
rcsB	sra	+
rcsB	rprA	+
rcsB	csgG	-
rcsB	csgF	-
rcsB	csgE	-
rcsB	csgD	-
rcsB	bdm	+
rcsB	wcaB	+
rcsB	wcaA	+
rcsB	wzc	+
rcsB	wzb	+
rcsA	flhC	-
rcsA	wzb	+
rstA	ompF	-
rstA	csgD	-
rstA	csgE	-
rstA	csgF	-
rstA	csgG	-
