csgD	csgF	+
csgD	csgG	+
csgD	csgD	+
csgD	csgE	+
hipA	hipB	-
hipA	hipA	-
hipB	hipA	-
hipB	hipB	-
ihfA	ompF	+
ihfA	ompR	-
ihfA	tdcA	+
ihfA	tdcB	+
ihfA	tdcC	+
ihfA	tdcD	+
ihfA	ihfA	-
ihfA	hipB	+
ihfA	hipA	+
ihfA	ompC	-
ihfA	sgbE	+
ihfA	micF	-
ihfA	tdcG	+
ihfA	tdcF	+
ihfA	tdcE	+
ihfA	sra	+
ihfA	yeiL	+
ihfA	yiaJ	-
ihfA	yiaK	+
ihfA	yiaL	+
ihfA	yiaM	+
ihfA	yiaN	+
ihfA	yiaO	+
ihfA	lyxK	+
ihfA	sgbH	+
ihfA	sgbU	+
ompR	csgD	+
ompR	csgF	+
ompR	csgG	+
ompR	micF	+
ompR	sra	-
ompR	ompF	+
ompR	ompC	+
ompR	bolA	-
ompR	csgE	+
tdcA	tdcC	+
tdcA	tdcD	+
tdcA	tdcG	+
tdcA	tdcF	+
tdcA	tdcE	+
tdcA	tdcA	+
tdcA	tdcB	+
tdcR	tdcE	+
tdcR	tdcA	+
tdcR	tdcB	+
tdcR	tdcC	+
tdcR	tdcF	+
tdcR	tdcG	+
tdcR	tdcD	+
yeiL	yeiL	+
yiaJ	yiaN	-
yiaJ	yiaM	-
yiaJ	yiaL	-
yiaJ	yiaK	-
yiaJ	yiaO	-
yiaJ	sgbE	-
yiaJ	sgbU	-
yiaJ	sgbH	-
yiaJ	lyxK	-
