fis	hupA	+
fis	hupB	-
fis	mtlA	-
fis	mtlD	-
fis	marA	+
fis	marR	+
fis	marB	+
fis	mtlR	-
fis	fis	-
fis	glcC	-
fis	xylG	-
fis	xylH	-
fis	xylF	-
fis	xylR	-
glcC	glcC	-
hupA	mtr	-
hupB	seqA	-
hupB	pgm	-
hupB	galM	-
hupB	tyrP	-
hupB	mtr	-
hupB	galK	-
hupB	galE	-
hupA	micF	+
hupA	seqA	-
hupA	galE	-
hupA	galK	-
hupB	micF	+
hupA	tyrP	-
hupA	galM	-
hupA	pgm	-
marA	micF	+
marA	marB	+
marA	marR	+
marA	marA	+
marA	inaA	+
marA	rob	-
marA	zwf	+
marA	fumC	+
marA	nfo	+
marA	putA	+
marA	tolC	+
marA	ygiA	+
marA	ygiB	+
marA	ygiC	+
marR	marA	-
marR	marB	-
marR	marR	-
mtlR	mtlA	-
mtlR	mtlR	-
mtlR	mtlD	-
putA	putA	-
rob	fumC	+
rob	nfo	+
rob	tolC	+
rob	ygiA	+
rob	ygiB	+
rob	ygiC	+
rob	zwf	+
rob	inaA	+
rob	marA	+
rob	marR	+
rob	marB	+
rob	micF	+
xylR	xylG	+
xylR	xylH	+
xylR	xylF	+
xylR	xylR	+
