araC	araC	-
araC	araB	-
araC	araA	-
araC	araD	+
araC	araE	+
araC	araF	+
araC	araH	+
araC	araJ	+
araC	xylA	-
araC	araG	+
crp	feaR	+
crp	rbsK	+
crp	rbsR	+
crp	rhaR	+
crp	zraS	+
crp	araA	+
crp	araB	+
crp	araC	+
crp	araD	+
crp	araE	+
crp	araF	+
crp	araG	+
crp	araH	+
crp	araJ	+
crp	crp	-
crp	zraR	+
crp	malI	+
crp	malX	-
crp	malY	+
crp	melA	+
crp	melB	+
crp	rbsA	+
crp	rbsB	+
crp	rbsC	+
crp	rbsD	+
crp	rhaD	+
crp	rhaA	+
crp	rhaB	+
crp	mtlR	+
crp	xylA	+
crp	melR	+
crp	rhaS	+
malI	malI	-
malI	malY	-
malI	malX	-
melR	melA	-
melR	melB	+
melR	melR	-
mtlR	mtlR	-
rbsR	rbsA	-
rbsR	rbsB	-
rbsR	rbsR	-
rbsR	rbsD	-
rbsR	rbsK	-
rbsR	rbsC	-
rhaR	rhaR	+
rhaR	rhaS	+
rhaS	rhaA	+
rhaS	rhaB	+
rhaS	rhaS	+
rhaS	rhaR	+
rhaS	rhaD	+
zraR	zraR	+
zraR	zraS	+
