arcA	gadX	+
arcA	xylR	+
arcA	gadA	+
arcA	rutD	+
arcA	rutA	+
arcA	betA	-
arcA	betB	-
arcA	betI	-
arcA	betT	-
arcA	cadA	-
arcA	cadB	-
arcA	lldP	-
arcA	lldR	-
arcA	lldD	-
betI	betT	-
betI	betB	-
betI	betA	-
betI	betI	-
gadE	hdeA	+
gadE	hdeB	+
gadE	yhiD	+
gadE	gadB	+
gadE	hdeD	+
gadE	gadE	+
gadE	mdtE	+
gadE	mdtF	+
gadE	gadW	+
gadE	gadX	+
gadE	gadA	+
gadE	gadC	+
gadE	cadA	+
gadE	cadB	+
gadW	slp	+
gadW	mdtE	+
gadW	mdtF	+
gadW	gadW	-
gadW	gadX	-
gadW	gadA	-
gadW	gadY	+
gadW	gadC	-
gadW	hdeA	-
gadW	hdeB	-
gadW	yhiD	-
gadW	gadB	-
gadW	gadE	+
gadW	dctR	+
gadX	gadE	+
gadX	gadB	+
gadX	yhiD	+
gadX	hdeB	+
gadX	hdeA	+
gadX	gadC	+
gadX	hdeD	+
gadX	cadB	+
gadX	cadA	+
gadX	dctR	+
gadX	slp	+
gadX	mdtE	+
gadX	mdtF	+
gadX	gadY	+
gadX	gadA	+
gadX	gadX	+
gadX	gadW	-
lldR	lldP	+
lldR	lldD	-
lldR	lldR	+
nemR	nemA	-
nemR	nemR	-
rutR	nemR	-
rutR	rutA	-
rutR	rutD	-
rutR	rutR	-
rutR	gadX	-
rutR	gadW	-
rutR	nemA	-
torR	gadA	-
torR	torR	-
torR	gadX	-
torR	yhiD	+
torR	hdeB	+
torR	hdeA	+
xylR	xylR	+
