1 <- 5(+)
1 <- 6(+)
1 <- 36(+)
1 <- 39(+)
1 <- 63(+)
2 <- 6(+)
2 <- 7(+)
2 <- 13(+)
2 <- 15(-)
2 <- 26(+)
2 <- 27(+)
2 <- 28(+)
2 <- 29(+)
2 <- 43(-)
2 <- 45(+)
2 <- 51(-)
2 <- 59(+)
3 <- 7(+)
3 <- 14(+)
3 <- 17(+)
3 <- 23(+)
3 <- 25(+)
3 <- 41(+)
3 <- 60(+)
4 <- 7(+)
4 <- 9(+)
4 <- 10(-)
4 <- 20(+)
4 <- 22(+)
4 <- 23(+)
4 <- 26(+)
4 <- 42(+)
4 <- 48(+)
4 <- 51(-)
4 <- 63(+)
5 <- 7(+)
5 <- 10(+)
5 <- 13(+)
5 <- 18(-)
5 <- 20(+)
5 <- 26(-)
5 <- 27(-)
5 <- 37(+)
5 <- 38(-)
5 <- 43(-)
5 <- 45(+)
5 <- 48(+)
5 <- 51(+)
5 <- 56(+)
6 <- 5(+)
6 <- 13(+)
6 <- 18(-)
6 <- 27(+)
6 <- 36(+)
6 <- 39(+)
6 <- 43(-)
6 <- 44(+)
6 <- 45(+)
6 <- 46(+)
7 <- 2(+)
7 <- 4(+)
7 <- 5(+)
7 <- 6(+)
7 <- 8(+)
7 <- 10(-)
7 <- 13(+)
7 <- 15(-)
7 <- 17(+)
7 <- 18(+)
7 <- 20(+)
7 <- 24(+)
7 <- 26(+)
7 <- 27(+)
7 <- 30(+)
7 <- 31(+)
7 <- 34(+)
7 <- 38(-)
7 <- 40(+)
7 <- 45(+)
7 <- 48(+)
7 <- 58(+)
7 <- 59(+)
8 <- 4(+)
8 <- 17(+)
8 <- 21(+)
8 <- 52(+)
8 <- 56(+)
9 <- 3(+)
9 <- 7(+)
9 <- 13(+)
9 <- 18(+)
9 <- 20(+)
9 <- 22(+)
9 <- 29(+)
9 <- 30(+)
9 <- 32(+)
9 <- 38(-)
9 <- 46(+)
9 <- 51(-)
9 <- 57(-)
9 <- 59(+)
9 <- 63(+)
10 <- 3(-)
10 <- 5(+)
10 <- 7(-)
10 <- 13(-)
10 <- 15(+)
10 <- 16(-)
10 <- 18(-)
10 <- 19(-)
10 <- 20(+)
10 <- 22(-)
10 <- 24(-)
10 <- 26(-)
10 <- 27(-)
10 <- 28(-)
10 <- 36(-)
10 <- 37(-)
10 <- 38(+)
10 <- 43(+)
10 <- 47(-)
10 <- 49(+)
10 <- 51(+)
10 <- 54(+)
10 <- 55(+)
10 <- 56(-)
10 <- 59(-)
10 <- 63(-)
11 <- 7(+)
11 <- 13(+)
11 <- 19(+)
11 <- 20(+)
11 <- 26(+)
11 <- 28(+)
11 <- 29(+)
11 <- 31(+)
11 <- 37(+)
11 <- 46(+)
11 <- 59(+)
12 <- 4(+)
12 <- 10(-)
12 <- 15(-)
12 <- 20(+)
12 <- 22(+)
12 <- 25(+)
12 <- 27(+)
12 <- 28(+)
12 <- 31(+)
12 <- 37(+)
12 <- 38(-)
12 <- 45(+)
12 <- 48(+)
12 <- 61(+)
12 <- 64(+)
13 <- 5(+)
13 <- 7(+)
13 <- 9(+)
13 <- 10(-)
13 <- 17(+)
13 <- 20(-)
13 <- 22(+)
13 <- 24(+)
13 <- 25(+)
13 <- 26(+)
13 <- 27(+)
13 <- 29(+)
13 <- 30(+)
13 <- 38(-)
13 <- 43(-)
13 <- 48(+)
13 <- 55(-)
13 <- 59(+)
13 <- 64(+)
14 <- 17(+)
14 <- 32(+)
14 <- 52(+)
14 <- 62(+)
15 <- 2(-)
15 <- 8(-)
15 <- 10(+)
15 <- 12(-)
15 <- 17(-)
15 <- 19(-)
15 <- 20(+)
15 <- 24(-)
15 <- 26(-)
15 <- 27(-)
15 <- 28(-)
15 <- 36(-)
15 <- 37(-)
15 <- 38(+)
15 <- 41(-)
15 <- 59(-)
15 <- 64(-)
16 <- 3(+)
16 <- 5(+)
16 <- 7(+)
16 <- 9(+)
16 <- 10(-)
16 <- 12(+)
16 <- 20(+)
16 <- 22(+)
16 <- 27(+)
16 <- 30(+)
16 <- 36(+)
16 <- 37(+)
16 <- 38(-)
16 <- 51(-)
16 <- 56(+)
17 <- 7(+)
17 <- 12(+)
17 <- 15(-)
17 <- 16(+)
17 <- 25(+)
17 <- 36(+)
17 <- 39(+)
17 <- 47(+)
17 <- 60(+)
18 <- 5(-)
18 <- 7(+)
18 <- 10(-)
18 <- 12(+)
18 <- 13(+)
18 <- 20(+)
18 <- 26(+)
18 <- 27(+)
18 <- 38(-)
18 <- 43(-)
18 <- 45(+)
18 <- 48(+)
18 <- 54(-)
18 <- 56(+)
18 <- 59(+)
19 <- 2(+)
19 <- 15(-)
19 <- 18(+)
19 <- 23(+)
19 <- 24(+)
19 <- 26(+)
19 <- 30(+)
19 <- 36(+)
19 <- 52(+)
19 <- 57(-)
20 <- 5(+)
20 <- 7(+)
20 <- 10(+)
20 <- 13(+)
20 <- 16(+)
20 <- 17(+)
20 <- 18(+)
20 <- 22(+)
20 <- 24(+)
20 <- 26(-)
20 <- 27(+)
20 <- 28(+)
20 <- 29(+)
20 <- 34(+)
20 <- 36(+)
20 <- 37(+)
20 <- 38(+)
20 <- 40(+)
20 <- 43(+)
20 <- 45(-)
20 <- 47(+)
20 <- 48(+)
20 <- 49(+)
20 <- 51(+)
20 <- 53(-)
20 <- 56(+)
20 <- 57(-)
20 <- 59(+)
20 <- 60(+)
20 <- 63(+)
20 <- 64(+)
21 <- 2(+)
21 <- 35(-)
21 <- 49(-)
21 <- 54(-)
21 <- 62(+)
22 <- 4(+)
22 <- 5(+)
22 <- 7(+)
22 <- 9(+)
22 <- 10(-)
22 <- 13(+)
22 <- 15(-)
22 <- 16(+)
22 <- 20(+)
22 <- 23(+)
22 <- 24(+)
22 <- 26(+)
22 <- 27(+)
22 <- 28(+)
22 <- 30(+)
22 <- 38(-)
22 <- 48(+)
22 <- 60(+)
22 <- 63(+)
23 <- 3(+)
23 <- 7(+)
23 <- 10(-)
23 <- 15(-)
23 <- 20(+)
23 <- 24(+)
23 <- 26(+)
23 <- 27(+)
23 <- 35(-)
23 <- 57(-)
23 <- 60(+)
23 <- 63(+)
23 <- 64(+)
24 <- 9(+)
24 <- 10(-)
24 <- 12(+)
24 <- 15(-)
24 <- 22(+)
24 <- 26(+)
24 <- 28(+)
24 <- 36(+)
24 <- 38(-)
24 <- 45(+)
24 <- 49(-)
24 <- 51(-)
24 <- 58(+)
25 <- 4(+)
25 <- 13(+)
25 <- 14(+)
25 <- 17(+)
25 <- 34(+)
25 <- 39(+)
25 <- 48(+)
25 <- 52(+)
25 <- 61(+)
25 <- 64(+)
26 <- 4(+)
26 <- 5(-)
26 <- 7(+)
26 <- 9(+)
26 <- 13(+)
26 <- 16(-)
26 <- 19(+)
26 <- 20(+)
26 <- 22(+)
26 <- 23(+)
26 <- 27(+)
26 <- 36(+)
26 <- 37(+)
26 <- 38(-)
26 <- 43(-)
26 <- 45(+)
26 <- 48(+)
26 <- 49(-)
26 <- 51(-)
26 <- 57(-)
26 <- 59(+)
26 <- 64(+)
27 <- 5(-)
27 <- 7(+)
27 <- 9(+)
