1 <- 6(-)
1 <- 16(-)
1 <- 28(+)
1 <- 32(+)
1 <- 33(-)
1 <- 48(-)
1 <- 52(-)
1 <- 53(-)
1 <- 55(-)
1 <- 61(-)
1 <- 62(+)
2 <- 5(-)
2 <- 7(+)
2 <- 15(+)
2 <- 16(+)
2 <- 17(+)
2 <- 19(+)
2 <- 21(+)
2 <- 22(+)
2 <- 31(+)
2 <- 34(+)
2 <- 48(+)
2 <- 58(+)
2 <- 60(-)
3 <- 9(-)
3 <- 14(-)
3 <- 16(+)
3 <- 28(-)
3 <- 29(-)
3 <- 31(+)
3 <- 34(-)
3 <- 42(-)
3 <- 46(+)
3 <- 50(+)
3 <- 54(+)
3 <- 56(+)
3 <- 60(-)
4 <- 9(-)
4 <- 11(-)
4 <- 12(-)
4 <- 17(+)
4 <- 18(+)
4 <- 26(+)
4 <- 27(-)
4 <- 41(+)
4 <- 42(-)
4 <- 47(-)
4 <- 56(+)
4 <- 57(+)
4 <- 60(-)
4 <- 61(+)
5 <- 2(-)
5 <- 3(-)
5 <- 10(-)
5 <- 11(+)
5 <- 24(-)
5 <- 34(-)
5 <- 38(-)
5 <- 45(+)
5 <- 46(-)
5 <- 57(+)
5 <- 58(-)
6 <- 3(+)
6 <- 17(-)
6 <- 26(+)
6 <- 27(-)
6 <- 29(+)
6 <- 30(+)
6 <- 36(+)
6 <- 39(-)
6 <- 40(-)
6 <- 41(+)
6 <- 45(-)
6 <- 46(+)
6 <- 50(-)
6 <- 54(+)
6 <- 60(+)
6 <- 61(+)
7 <- 2(+)
7 <- 22(+)
7 <- 28(-)
7 <- 33(+)
7 <- 34(-)
7 <- 36(+)
7 <- 47(-)
7 <- 52(+)
7 <- 53(+)
7 <- 61(+)
7 <- 63(-)
8 <- 4(-)
8 <- 24(-)
8 <- 29(+)
8 <- 35(+)
8 <- 44(-)
8 <- 48(-)
8 <- 55(-)
8 <- 58(-)
9 <- 7(-)
9 <- 19(-)
9 <- 27(+)
