Accuracy	Precision	Recall	F1	MCC	BM
0.6336538461538461	0.08792650918635171	0.5	0.14955357142857145	0.07279316226795585	0.1428571428571428
0.6423076923076924	0.08333333333333333	0.4552238805970149	0.14087759815242493	0.056760672177693025	0.11041401420441455
0.6418269230769231	0.08993288590604027	0.5	0.15244596131968147	0.07762189266077583	0.1515930113052415
0.6413461538461539	0.08981233243967829	0.5	0.15227272727272728	0.07733587134558699	0.15107913669064743
0.6269230769230769	0.07085561497326204	0.39552238805970147	0.12018140589569162	0.019634532637841002	0.03837953091684443
0.6346153846153846	0.08155080213903744	0.4552238805970149	0.13832199546485263	0.05228027835063819	0.10219202037091013
0.6293269230769231	0.07248322147651007	0.40298507462686567	0.12286689419795223	0.024525611923427525	0.04789771594238479
0.6240384615384615	0.07142857142857142	0.40298507462686567	0.12134831460674156	0.02156230673428922	0.04224509518185027
0.6331730769230769	0.07557354925775979	0.417910447761194	0.128	0.033787152950458185	0.06590633676427737
0.6259615384615385	0.08181818181818182	0.4701492537313433	0.13938053097345132	0.054322066708659876	0.10683990121335762
